date,iso_code,indicator,indicator_code,value
1960-01-01,ABW,EN.POP.DNST,EN.POP.DNST,
1961-01-01,ABW,EN.POP.DNST,EN.POP.DNST,307.966666666667
1962-01-01,ABW,EN.POP.DNST,EN.POP.DNST,312.411111111111
1963-01-01,ABW,EN.POP.DNST,EN.POP.DNST,314.994444444444
1964-01-01,ABW,EN.POP.DNST,EN.POP.DNST,316.827777777778
1965-01-01,ABW,EN.POP.DNST,EN.POP.DNST,318.65
1966-01-01,ABW,EN.POP.DNST,EN.POP.DNST,320.566666666667
1967-01-01,ABW,EN.POP.DNST,EN.POP.DNST,322.466666666667
1968-01-01,ABW,EN.POP.DNST,EN.POP.DNST,324.316666666667
1969-01-01,ABW,EN.POP.DNST,EN.POP.DNST,326.3
1970-01-01,ABW,EN.POP.DNST,EN.POP.DNST,328.166666666667
1971-01-01,ABW,EN.POP.DNST,EN.POP.DNST,330.233333333333
1972-01-01,ABW,EN.POP.DNST,EN.POP.DNST,332.494444444444
1973-01-01,ABW,EN.POP.DNST,EN.POP.DNST,334.644444444444
1974-01-01,ABW,EN.POP.DNST,EN.POP.DNST,336.261111111111
1975-01-01,ABW,EN.POP.DNST,EN.POP.DNST,336.961111111111
1976-01-01,ABW,EN.POP.DNST,EN.POP.DNST,336.588888888889
1977-01-01,ABW,EN.POP.DNST,EN.POP.DNST,335.366666666667
1978-01-01,ABW,EN.POP.DNST,EN.POP.DNST,333.9
1979-01-01,ABW,EN.POP.DNST,EN.POP.DNST,333.177777777778
1980-01-01,ABW,EN.POP.DNST,EN.POP.DNST,333.872222222222
1981-01-01,ABW,EN.POP.DNST,EN.POP.DNST,336.45
1982-01-01,ABW,EN.POP.DNST,EN.POP.DNST,340.783333333333
1983-01-01,ABW,EN.POP.DNST,EN.POP.DNST,345.627777777778
1984-01-01,ABW,EN.POP.DNST,EN.POP.DNST,349.033333333333
1985-01-01,ABW,EN.POP.DNST,EN.POP.DNST,350.133333333333
1986-01-01,ABW,EN.POP.DNST,EN.POP.DNST,348.027777777778
1987-01-01,ABW,EN.POP.DNST,EN.POP.DNST,343.544444444444
1988-01-01,ABW,EN.POP.DNST,EN.POP.DNST,339.288888888889
1989-01-01,ABW,EN.POP.DNST,EN.POP.DNST,339.072222222222
1990-01-01,ABW,EN.POP.DNST,EN.POP.DNST,345.288888888889
1991-01-01,ABW,EN.POP.DNST,EN.POP.DNST,359.016666666667
1992-01-01,ABW,EN.POP.DNST,EN.POP.DNST,379.111111111111
1993-01-01,ABW,EN.POP.DNST,EN.POP.DNST,402.75
1994-01-01,ABW,EN.POP.DNST,EN.POP.DNST,426.138888888889
1995-01-01,ABW,EN.POP.DNST,EN.POP.DNST,446.244444444444
1996-01-01,ABW,EN.POP.DNST,EN.POP.DNST,462.283333333333
1997-01-01,ABW,EN.POP.DNST,EN.POP.DNST,474.722222222222
1998-01-01,ABW,EN.POP.DNST,EN.POP.DNST,484.888888888889
1999-01-01,ABW,EN.POP.DNST,EN.POP.DNST,494.494444444444
2000-01-01,ABW,EN.POP.DNST,EN.POP.DNST,504.811111111111
2001-01-01,ABW,EN.POP.DNST,EN.POP.DNST,516.066666666667
2002-01-01,ABW,EN.POP.DNST,EN.POP.DNST,527.733333333333
2003-01-01,ABW,EN.POP.DNST,EN.POP.DNST,538.977777777778
2004-01-01,ABW,EN.POP.DNST,EN.POP.DNST,548.577777777778
2005-01-01,ABW,EN.POP.DNST,EN.POP.DNST,555.711111111111
2006-01-01,ABW,EN.POP.DNST,EN.POP.DNST,560.166666666667
2007-01-01,ABW,EN.POP.DNST,EN.POP.DNST,562.366666666667
2008-01-01,ABW,EN.POP.DNST,EN.POP.DNST,563.122222222222
2009-01-01,ABW,EN.POP.DNST,EN.POP.DNST,563.622222222222
2010-01-01,ABW,EN.POP.DNST,EN.POP.DNST,564.805555555556
2011-01-01,ABW,EN.POP.DNST,EN.POP.DNST,566.944444444444
2012-01-01,ABW,EN.POP.DNST,EN.POP.DNST,569.805555555556
2013-01-01,ABW,EN.POP.DNST,EN.POP.DNST,573.138888888889
2014-01-01,ABW,EN.POP.DNST,EN.POP.DNST,576.533333333333
2015-01-01,ABW,EN.POP.DNST,EN.POP.DNST,579.661111111111
2016-01-01,ABW,EN.POP.DNST,EN.POP.DNST,582.583333333333
2017-01-01,ABW,EN.POP.DNST,EN.POP.DNST,585.338888888889
2018-01-01,ABW,EN.POP.DNST,EN.POP.DNST,588.033333333333
2019-01-01,ABW,EN.POP.DNST,EN.POP.DNST,590.611111111111
2020-01-01,ABW,EN.POP.DNST,EN.POP.DNST,593.144444444444
2021-01-01,ABW,EN.POP.DNST,EN.POP.DNST,595.527777777778
1960-01-01,AFE,EN.POP.DNST,EN.POP.DNST,
1961-01-01,AFE,EN.POP.DNST,EN.POP.DNST,9.07836719183796
1962-01-01,AFE,EN.POP.DNST,EN.POP.DNST,9.31215162497397
1963-01-01,AFE,EN.POP.DNST,EN.POP.DNST,9.5549044110962
1964-01-01,AFE,EN.POP.DNST,EN.POP.DNST,9.80650537127016
1965-01-01,AFE,EN.POP.DNST,EN.POP.DNST,10.0670140536165
1966-01-01,AFE,EN.POP.DNST,EN.POP.DNST,10.3365164645687
1967-01-01,AFE,EN.POP.DNST,EN.POP.DNST,10.615565927971
1968-01-01,AFE,EN.POP.DNST,EN.POP.DNST,10.9051847091179
1969-01-01,AFE,EN.POP.DNST,EN.POP.DNST,11.2066694006693
1970-01-01,AFE,EN.POP.DNST,EN.POP.DNST,11.5210177719884
1971-01-01,AFE,EN.POP.DNST,EN.POP.DNST,11.8487339520514
1972-01-01,AFE,EN.POP.DNST,EN.POP.DNST,12.1898486622752
1973-01-01,AFE,EN.POP.DNST,EN.POP.DNST,12.5441195147412
1974-01-01,AFE,EN.POP.DNST,EN.POP.DNST,12.9111691232346
1975-01-01,AFE,EN.POP.DNST,EN.POP.DNST,13.2907302655638
1976-01-01,AFE,EN.POP.DNST,EN.POP.DNST,13.6829242710246
1977-01-01,AFE,EN.POP.DNST,EN.POP.DNST,14.088073376152
1978-01-01,AFE,EN.POP.DNST,EN.POP.DNST,14.5059487943595
1979-01-01,AFE,EN.POP.DNST,EN.POP.DNST,14.937130713814
1980-01-01,AFE,EN.POP.DNST,EN.POP.DNST,15.3814111897713
1981-01-01,AFE,EN.POP.DNST,EN.POP.DNST,15.8383387392073
1982-01-01,AFE,EN.POP.DNST,EN.POP.DNST,16.3080062707238
1983-01-01,AFE,EN.POP.DNST,EN.POP.DNST,16.7916423026518
1984-01-01,AFE,EN.POP.DNST,EN.POP.DNST,17.2912898092092
1985-01-01,AFE,EN.POP.DNST,EN.POP.DNST,17.8076930065681
1986-01-01,AFE,EN.POP.DNST,EN.POP.DNST,18.3415022549421
1987-01-01,AFE,EN.POP.DNST,EN.POP.DNST,18.8919482332128
1988-01-01,AFE,EN.POP.DNST,EN.POP.DNST,19.4562832016201
1989-01-01,AFE,EN.POP.DNST,EN.POP.DNST,20.0314896944847
1990-01-01,AFE,EN.POP.DNST,EN.POP.DNST,20.6150187138993
1991-01-01,AFE,EN.POP.DNST,EN.POP.DNST,21.2068920490625
1992-01-01,AFE,EN.POP.DNST,EN.POP.DNST,21.8074740938721
1993-01-01,AFE,EN.POP.DNST,EN.POP.DNST,22.5704425576986
1994-01-01,AFE,EN.POP.DNST,EN.POP.DNST,23.1914398451287
1995-01-01,AFE,EN.POP.DNST,EN.POP.DNST,23.8200252821206
1996-01-01,AFE,EN.POP.DNST,EN.POP.DNST,24.4569373047566
1997-01-01,AFE,EN.POP.DNST,EN.POP.DNST,25.1033241068793
1998-01-01,AFE,EN.POP.DNST,EN.POP.DNST,25.761348601705
1999-01-01,AFE,EN.POP.DNST,EN.POP.DNST,26.4344848727744
2000-01-01,AFE,EN.POP.DNST,EN.POP.DNST,27.125026446145
2001-01-01,AFE,EN.POP.DNST,EN.POP.DNST,27.8342388423738
2002-01-01,AFE,EN.POP.DNST,EN.POP.DNST,28.5633806323517
2003-01-01,AFE,EN.POP.DNST,EN.POP.DNST,29.3144159143399
2004-01-01,AFE,EN.POP.DNST,EN.POP.DNST,29.8273220656493
2005-01-01,AFE,EN.POP.DNST,EN.POP.DNST,30.6224124685808
2006-01-01,AFE,EN.POP.DNST,EN.POP.DNST,31.4448609340856
2007-01-01,AFE,EN.POP.DNST,EN.POP.DNST,32.294933585063
2008-01-01,AFE,EN.POP.DNST,EN.POP.DNST,33.1733972869471
2009-01-01,AFE,EN.POP.DNST,EN.POP.DNST,34.0805521014316
2010-01-01,AFE,EN.POP.DNST,EN.POP.DNST,35.015247001629
2011-01-01,AFE,EN.POP.DNST,EN.POP.DNST,35.979974459829
2012-01-01,AFE,EN.POP.DNST,EN.POP.DNST,36.97425033352
2013-01-01,AFE,EN.POP.DNST,EN.POP.DNST,37.9952788590134
2014-01-01,AFE,EN.POP.DNST,EN.POP.DNST,39.0403845483589
2015-01-01,AFE,EN.POP.DNST,EN.POP.DNST,40.1070666643487
2016-01-01,AFE,EN.POP.DNST,EN.POP.DNST,41.1951136795646
2017-01-01,AFE,EN.POP.DNST,EN.POP.DNST,42.3037088730392
2018-01-01,AFE,EN.POP.DNST,EN.POP.DNST,43.4313671607254
2019-01-01,AFE,EN.POP.DNST,EN.POP.DNST,44.5765073983074
2020-01-01,AFE,EN.POP.DNST,EN.POP.DNST,45.7379159749691
2021-01-01,AFE,EN.POP.DNST,EN.POP.DNST,46.9145059079988
1960-01-01,AFG,EN.POP.DNST,EN.POP.DNST,
1961-01-01,AFG,EN.POP.DNST,EN.POP.DNST,14.0449805471311
1962-01-01,AFG,EN.POP.DNST,EN.POP.DNST,14.3238090861747
1963-01-01,AFG,EN.POP.DNST,EN.POP.DNST,14.6175290261312
1964-01-01,AFG,EN.POP.DNST,EN.POP.DNST,14.9262812854211
1965-01-01,AFG,EN.POP.DNST,EN.POP.DNST,15.2503109395583
1966-01-01,AFG,EN.POP.DNST,EN.POP.DNST,15.5850258861012
1967-01-01,AFG,EN.POP.DNST,EN.POP.DNST,15.9298103728211
1968-01-01,AFG,EN.POP.DNST,EN.POP.DNST,16.2930245381858
1969-01-01,AFG,EN.POP.DNST,EN.POP.DNST,16.6862298195632
1970-01-01,AFG,EN.POP.DNST,EN.POP.DNST,17.1149312256839
1971-01-01,AFG,EN.POP.DNST,EN.POP.DNST,17.5771987868762
1972-01-01,AFG,EN.POP.DNST,EN.POP.DNST,18.060873694207
1973-01-01,AFG,EN.POP.DNST,EN.POP.DNST,18.5475645620807
1974-01-01,AFG,EN.POP.DNST,EN.POP.DNST,19.013203443311
1975-01-01,AFG,EN.POP.DNST,EN.POP.DNST,19.4362711760561
1976-01-01,AFG,EN.POP.DNST,EN.POP.DNST,19.8252198021015
1977-01-01,AFG,EN.POP.DNST,EN.POP.DNST,20.174760285513
1978-01-01,AFG,EN.POP.DNST,EN.POP.DNST,20.4350075054376
1979-01-01,AFG,EN.POP.DNST,EN.POP.DNST,20.542015133413
1980-01-01,AFG,EN.POP.DNST,EN.POP.DNST,20.4584443831756
1981-01-01,AFG,EN.POP.DNST,EN.POP.DNST,20.1753499984683
1982-01-01,AFG,EN.POP.DNST,EN.POP.DNST,19.7324357442637
1983-01-01,AFG,EN.POP.DNST,EN.POP.DNST,19.2043194559324
1984-01-01,AFG,EN.POP.DNST,EN.POP.DNST,18.6936035290874
1985-01-01,AFG,EN.POP.DNST,EN.POP.DNST,18.2860092516006
1986-01-01,AFG,EN.POP.DNST,EN.POP.DNST,17.9765600588181
