date,iso_code,indicator,indicator_code,value
2018-01-01,AGO,SI.POV.DDAY,SI.POV.DDAY,49.9
2019-01-01,ALB,SI.POV.DDAY,SI.POV.DDAY,0.0
2018-01-01,ARE,SI.POV.DDAY,SI.POV.DDAY,0.0
2020-01-01,ARG,SI.POV.DDAY,SI.POV.DDAY,1.6
2020-01-01,ARM,SI.POV.DDAY,SI.POV.DDAY,0.4
2018-01-01,AUS,SI.POV.DDAY,SI.POV.DDAY,0.5
2019-01-01,AUT,SI.POV.DDAY,SI.POV.DDAY,0.6
2005-01-01,AZE,SI.POV.DDAY,SI.POV.DDAY,0.0
2013-01-01,BDI,SI.POV.DDAY,SI.POV.DDAY,72.8
2019-01-01,BEL,SI.POV.DDAY,SI.POV.DDAY,0.1
2018-01-01,BEN,SI.POV.DDAY,SI.POV.DDAY,19.2
2018-01-01,BFA,SI.POV.DDAY,SI.POV.DDAY,33.7
2016-01-01,BGD,SI.POV.DDAY,SI.POV.DDAY,14.3
2019-01-01,BGR,SI.POV.DDAY,SI.POV.DDAY,0.9
2011-01-01,BIH,SI.POV.DDAY,SI.POV.DDAY,0.1
2020-01-01,BLR,SI.POV.DDAY,SI.POV.DDAY,0.0
1999-01-01,BLZ,SI.POV.DDAY,SI.POV.DDAY,13.9
2020-01-01,BOL,SI.POV.DDAY,SI.POV.DDAY,4.4
2020-01-01,BRA,SI.POV.DDAY,SI.POV.DDAY,1.7
2017-01-01,BTN,SI.POV.DDAY,SI.POV.DDAY,1.5
2015-01-01,BWA,SI.POV.DDAY,SI.POV.DDAY,14.5
2008-01-01,CAF,SI.POV.DDAY,SI.POV.DDAY,65.9
2017-01-01,CAN,SI.POV.DDAY,SI.POV.DDAY,0.2
2018-01-01,CHE,SI.POV.DDAY,SI.POV.DDAY,0.0
2020-01-01,CHL,SI.POV.DDAY,SI.POV.DDAY,0.7
2019-01-01,CHN,SI.POV.DDAY,SI.POV.DDAY,0.1
2018-01-01,CIV,SI.POV.DDAY,SI.POV.DDAY,9.2
2014-01-01,CMR,SI.POV.DDAY,SI.POV.DDAY,26.0
2012-01-01,COD,SI.POV.DDAY,SI.POV.DDAY,77.2
2011-01-01,COG,SI.POV.DDAY,SI.POV.DDAY,39.6
2020-01-01,COL,SI.POV.DDAY,SI.POV.DDAY,10.3
2014-01-01,COM,SI.POV.DDAY,SI.POV.DDAY,19.1
2015-01-01,CPV,SI.POV.DDAY,SI.POV.DDAY,3.4
2020-01-01,CRI,SI.POV.DDAY,SI.POV.DDAY,2.1
2019-01-01,CYP,SI.POV.DDAY,SI.POV.DDAY,0.2
2019-01-01,CZE,SI.POV.DDAY,SI.POV.DDAY,0.0
2018-01-01,DEU,SI.POV.DDAY,SI.POV.DDAY,0.0
2017-01-01,DJI,SI.POV.DDAY,SI.POV.DDAY,17.0
2019-01-01,DNK,SI.POV.DDAY,SI.POV.DDAY,0.3
2020-01-01,DOM,SI.POV.DDAY,SI.POV.DDAY,0.8
2011-01-01,DZA,SI.POV.DDAY,SI.POV.DDAY,0.4
