period,indicator,value
1977-05-01,Fertilizers,32.1691901835646
1977-06-01,Fertilizers,32.4765051711134
1977-07-01,Fertilizers,32.3467646379558
1977-08-01,Fertilizers,32.7817548069504
1977-09-01,Fertilizers,34.0443920072826
1977-10-01,Fertilizers,33.8260013551918
1977-11-01,Fertilizers,33.7993424064513
1977-12-01,Fertilizers,33.4177113823164
1978-01-01,Fertilizers,32.4701839800671
1978-02-01,Fertilizers,32.4369029904061
1978-03-01,Fertilizers,32.628106161293
1978-04-01,Fertilizers,33.0967778916648
1978-05-01,Fertilizers,32.5919154324359
1978-06-01,Fertilizers,32.778459940472
1978-07-01,Fertilizers,34.3688529235987
1978-08-01,Fertilizers,34.9285206047186
1978-09-01,Fertilizers,34.2803844377435
1978-10-01,Fertilizers,33.9274401421471
1978-11-01,Fertilizers,35.0152082009104
1978-12-01,Fertilizers,34.8523776649484
1979-01-01,Fertilizers,35.8195441712481
1979-02-01,Fertilizers,36.1864627351488
1979-03-01,Fertilizers,35.5344941391065
1979-04-01,Fertilizers,36.3792425146204
1979-05-01,Fertilizers,37.1352885460171
1979-06-01,Fertilizers,38.2337831583293
1979-07-01,Fertilizers,40.65735598955
1979-08-01,Fertilizers,42.5245346245909
1979-09-01,Fertilizers,43.2144923884143
1979-10-01,Fertilizers,45.3459338215031
1979-11-01,Fertilizers,46.2427929702033
1979-12-01,Fertilizers,48.8072435824681
1980-01-01,Fertilizers,50.7367948517412
1980-02-01,Fertilizers,50.5949316771165
1980-03-01,Fertilizers,51.3588602907189
1980-04-01,Fertilizers,53.5388539237001
1980-05-01,Fertilizers,54.1385101183688
1980-06-01,Fertilizers,52.481090634009
1980-07-01,Fertilizers,52.6513264435586
1980-08-01,Fertilizers,52.3392274593843
1980-09-01,Fertilizers,52.4835875528607
1980-10-01,Fertilizers,52.4552149179358
1980-11-01,Fertilizers,53.0794128862844
1980-12-01,Fertilizers,54.5547899023813
1981-01-01,Fertilizers,55.1266066980552
1981-02-01,Fertilizers,60.3205602465493
1981-03-01,Fertilizers,59.3558906591013
1981-04-01,Fertilizers,41.2373240208851
1981-05-01,Fertilizers,55.0370430218465
1981-06-01,Fertilizers,54.8384345773719
1981-07-01,Fertilizers,49.2962243923995
1981-08-01,Fertilizers,45.9232842827397
1981-09-01,Fertilizers,46.0084021875146
1981-10-01,Fertilizers,45.6963032033402
1981-11-01,Fertilizers,43.0708683112008
1981-12-01,Fertilizers,41.5107609296686
1982-01-01,Fertilizers,38.7853975855791
1982-02-01,Fertilizers,41.4317143560883
1982-03-01,Fertilizers,40.4386721337154
1982-04-01,Fertilizers,39.1099811640118
1982-05-01,Fertilizers,38.5913567523527
1982-06-01,Fertilizers,36.7460450730654
1982-07-01,Fertilizers,35.7854289553944
1982-08-01,Fertilizers,35.8765384542744
1982-09-01,Fertilizers,35.817867494301
1982-10-01,Fertilizers,36.2400946097713
1982-11-01,Fertilizers,35.7043532095165
1982-12-01,Fertilizers,35.6598099731311
1983-01-01,Fertilizers,37.7678243198439
1983-02-01,Fertilizers,37.6278868353427
1983-03-01,Fertilizers,37.579709815539
1983-04-01,Fertilizers,35.4947744123341
1983-05-01,Fertilizers,33.502525315951
1983-06-01,Fertilizers,35.4147461561737
1983-07-01,Fertilizers,33.2486295584201
1983-08-01,Fertilizers,32.6309789056058
1983-09-01,Fertilizers,32.7444694453056
1983-10-01,Fertilizers,34.408638196405
1983-11-01,Fertilizers,34.319359281585
1983-12-01,Fertilizers,34.232765544471
1984-01-01,Fertilizers,34.8000537292002
1984-02-01,Fertilizers,35.014721180276
1984-03-01,Fertilizers,37.7388360649397
1984-04-01,Fertilizers,35.2903445062378
1984-05-01,Fertilizers,37.6418697585998
1984-06-01,Fertilizers,38.9421880933784
1984-07-01,Fertilizers,41.4262778667514
1984-08-01,Fertilizers,42.0197630746919
1984-09-01,Fertilizers,42.0197630746919
1984-10-01,Fertilizers,43.2616456452222
1984-11-01,Fertilizers,41.9955905638711
1984-12-01,Fertilizers,41.7969821193965
1985-01-01,Fertilizers,41.7859169504987
1985-02-01,Fertilizers,41.5892341961476
1985-03-01,Fertilizers,31.8331565927482
1985-04-01,Fertilizers,32.3044262175743
1985-05-01,Fertilizers,35.8635203747
1985-06-01,Fertilizers,33.4898647845423
1985-07-01,Fertilizers,33.2023930570154
1985-08-01,Fertilizers,31.9390156072079
1985-09-01,Fertilizers,30.3732261356439
1985-10-01,Fertilizers,29.7402889513143
1985-11-01,Fertilizers,30.8839335642928
1985-12-01,Fertilizers,30.9974241039925
1986-01-01,Fertilizers,30.0548848543403
1986-02-01,Fertilizers,29.2619937966917
1986-03-01,Fertilizers,29.5173475110162
1986-04-01,Fertilizers,28.6271071771539
1986-05-01,Fertilizers,27.8894186691054
1986-06-01,Fertilizers,27.4070838753815
1986-07-01,Fertilizers,26.0860719210874
1986-08-01,Fertilizers,26.4450994656396
1986-09-01,Fertilizers,25.3930855703043
1986-10-01,Fertilizers,25.3190328344273
1986-11-01,Fertilizers,25.0906972936324
1986-12-01,Fertilizers,25.1190699285574
1987-01-01,Fertilizers,25.1797488355391
1987-02-01,Fertilizers,26.3989889046443
1987-03-01,Fertilizers,27.0121217040952
1987-04-01,Fertilizers,27.8589199150473
1987-05-01,Fertilizers,29.2900362555528
1987-06-01,Fertilizers,29.6872531445019
1987-07-01,Fertilizers,30.5995415592751
1987-08-01,Fertilizers,30.582234093248
1987-09-01,Fertilizers,30.2119140068846
1987-10-01,Fertilizers,31.0399758563413
1987-11-01,Fertilizers,30.9548579515665
1987-12-01,Fertilizers,31.3545132475672
1988-01-01,Fertilizers,32.0960531358627
1988-02-01,Fertilizers,32.8154626863624
1988-03-01,Fertilizers,33.9171725766665
1988-04-01,Fertilizers,32.8438353212874
1988-05-01,Fertilizers,34.7236257220646
1988-06-01,Fertilizers,34.9222341665392
1988-07-01,Fertilizers,34.9222341665392
1988-08-01,Fertilizers,38.3984655156128
1988-09-01,Fertilizers,38.2130347159567
1988-10-01,Fertilizers,38.4174202308019
1988-11-01,Fertilizers,38.4174202308019
1988-12-01,Fertilizers,36.9863038902965
1989-01-01,Fertilizers,36.9863038902965
1989-02-01,Fertilizers,37.5922703912659
1989-03-01,Fertilizers,37.1912021220696
1989-04-01,Fertilizers,36.0546652957724
1989-05-01,Fertilizers,35.6290757718983
1989-06-01,Fertilizers,35.1467409781743
1989-07-01,Fertilizers,35.1467409781743
1989-08-01,Fertilizers,30.4832992432079
1989-09-01,Fertilizers,30.4832992432079
1989-10-01,Fertilizers,28.7117112836032
1989-11-01,Fertilizers,30.3883646289611
1989-12-01,Fertilizers,32.1057042375676
1990-01-01,Fertilizers,32.0996329063731
1990-02-01,Fertilizers,32.4919414405863
1990-03-01,Fertilizers,33.1035504709673
1990-04-01,Fertilizers,33.7301111394857
1990-05-01,Fertilizers,33.1758435983126
1990-06-01,Fertilizers,33.3977404836628
1990-07-01,Fertilizers,33.4544857535127
1990-08-01,Fertilizers,34.8425181129702
1990-09-01,Fertilizers,31.862907571446
1990-10-01,Fertilizers,38.7260664502266
1990-11-01,Fertilizers,40.0411953321806
1990-12-01,Fertilizers,40.3570396946324
1991-01-01,Fertilizers,40.9714209535091
1991-02-01,Fertilizers,41.1001888349651
1991-03-01,Fertilizers,39.9577926814124
1991-04-01,Fertilizers,40.2518413784243
1991-05-01,Fertilizers,39.0608421449583
1991-06-01,Fertilizers,38.5690874459718
1991-07-01,Fertilizers,38.1279158084399
1991-08-01,Fertilizers,37.8766960690016
1991-09-01,Fertilizers,37.6213423546771
1991-10-01,Fertilizers,37.5418989768873
1991-11-01,Fertilizers,37.7478134938972
1991-12-01,Fertilizers,37.3900344087708
1992-01-01,Fertilizers,36.048362839547
1992-02-01,Fertilizers,35.7800285257022
1992-03-01,Fertilizers,35.6905837544206
1992-04-01,Fertilizers,35.7019328083906
1992-05-01,Fertilizers,35.7189563893456
1992-06-01,Fertilizers,35.7189563893456
1992-07-01,Fertilizers,35.7189563893456
1992-08-01,Fertilizers,35.951290647157
1992-09-01,Fertilizers,36.0483865846317
1992-10-01,Fertilizers,35.6011627282238
1992-11-01,Fertilizers,34.2594911589999
1992-12-01,Fertilizers,33.7140874088048
1993-01-01,Fertilizers,33.4746012161447
1993-02-01,Fertilizers,33.4227396885533
1993-03-01,Fertilizers,30.4941947201057
1993-04-01,Fertilizers,29.670570845253
1993-05-01,Fertilizers,29.5514057785682
1993-06-01,Fertilizers,29.4379152388685
1993-07-01,Fertilizers,29.4152171309285
1993-08-01,Fertilizers,29.5514057785682
1993-09-01,Fertilizers,29.5514057785682
1993-10-01,Fertilizers,29.7642005405053
1993-11-01,Fertilizers,30.0927330691086
1993-12-01,Fertilizers,31.0465871795439
1994-01-01,Fertilizers,31.1884503541686
1994-02-01,Fertilizers,31.224199874174
1994-03-01,Fertilizers,33.2086537257067
1994-04-01,Fertilizers,34.0481861163278
1994-05-01,Fertilizers,34.1900492909525
1994-06-01,Fertilizers,34.1900492909525
1994-07-01,Fertilizers,34.6193841931041
1994-08-01,Fertilizers,31.9718189631691
1994-09-01,Fertilizers,31.9718189631691
1994-10-01,Fertilizers,32.2061769276491
1994-11-01,Fertilizers,32.6607980600953
1994-12-01,Fertilizers,32.6607980600953
1995-01-01,Fertilizers,43.0993900702068
1995-02-01,Fertilizers,45.631489258441
1995-03-01,Fertilizers,47.599274226636
1995-04-01,Fertilizers,49.567059194831
1995-05-01,Fertilizers,42.9839240285059
1995-06-01,Fertilizers,33.1092212790184
1995-07-01,Fertilizers,33.4293561219203
1995-08-01,Fertilizers,33.4293561219203
1995-09-01,Fertilizers,33.4293561219203
1995-10-01,Fertilizers,33.571219296545
1995-11-01,Fertilizers,34.1783936839388
1995-12-01,Fertilizers,34.2805351696685
1996-01-01,Fertilizers,34.2805351696685
1996-02-01,Fertilizers,34.6550539506777
1996-03-01,Fertilizers,34.9047331380172
1996-04-01,Fertilizers,44.9797921751756
1996-05-01,Fertilizers,46.2821080450355
1996-06-01,Fertilizers,46.7218982393486
1996-07-01,Fertilizers,48.4536095277033
1996-08-01,Fertilizers,48.9158950957034
1996-09-01,Fertilizers,48.279031227585
1996-10-01,Fertilizers,47.0263050458724
1996-11-01,Fertilizers,47.0799719086414
1996-12-01,Fertilizers,47.3483062224862
1997-01-01,Fertilizers,47.1711474265257
1997-02-01,Fertilizers,45.2417364867474
1997-03-01,Fertilizers,43.4707300153719
1997-04-01,Fertilizers,41.4190472133207
1997-05-01,Fertilizers,37.8555138095105
1997-06-01,Fertilizers,37.1936225020267
1997-07-01,Fertilizers,37.6639275524991
1997-08-01,Fertilizers,35.9661084436992
1997-09-01,Fertilizers,33.9339232401815
1997-10-01,Fertilizers,33.864830148821
1997-11-01,Fertilizers,34.6003199760663
1997-12-01,Fertilizers,34.6879204467164
1998-01-01,Fertilizers,34.1512518190268
1998-02-01,Fertilizers,32.8990250210845
1998-03-01,Fertilizers,33.9008064594384
1998-04-01,Fertilizers,36.1871311110416
1998-05-01,Fertilizers,35.6213804531926
1998-06-01,Fertilizers,34.7426681814849
1998-07-01,Fertilizers,34.3992002597636
1998-08-01,Fertilizers,34.1857812681136
1998-09-01,Fertilizers,33.7755837796441
1998-10-01,Fertilizers,32.5767827008824
1998-11-01,Fertilizers,31.6421395602914
1998-12-01,Fertilizers,30.8979590632286
1999-01-01,Fertilizers,30.6912927269462
1999-02-01,Fertilizers,31.8085194078431
1999-03-01,Fertilizers,33.914497036096
1999-04-01,Fertilizers,32.34026906154
1999-05-01,Fertilizers,32.3975137151602
1999-06-01,Fertilizers,32.1620037486897
1999-07-01,Fertilizers,31.5723068409206
1999-08-01,Fertilizers,31.8452461016645
1999-09-01,Fertilizers,31.8900522810185
1999-10-01,Fertilizers,31.4514537691168
1999-11-01,Fertilizers,31.1363047663688
1999-12-01,Fertilizers,31.2555644614109
2000-01-01,Fertilizers,32.767777394545
2000-02-01,Fertilizers,34.5888729378382
2000-03-01,Fertilizers,34.3920944410187
2000-04-01,Fertilizers,33.6049804537407
2000-05-01,Fertilizers,34.7140956176324
2000-06-01,Fertilizers,36.7355474485963
2000-07-01,Fertilizers,39.2352996401464
2000-08-01,Fertilizers,41.0338048248487
2000-09-01,Fertilizers,38.2431279608631
2000-10-01,Fertilizers,37.7750615890605
2000-11-01,Fertilizers,35.4019481241568
2000-12-01,Fertilizers,34.9189463592362
2001-01-01,Fertilizers,38.4967372104998
2001-02-01,Fertilizers,36.2427289742037
2001-03-01,Fertilizers,35.3303923071315
2001-04-01,Fertilizers,34.8187682154008
2001-05-01,Fertilizers,33.1461099402056
2001-06-01,Fertilizers,33.3336532157824
2001-07-01,Fertilizers,33.4045848030947
2001-08-01,Fertilizers,33.6544059329702
2001-09-01,Fertilizers,34.4421157614539
2001-10-01,Fertilizers,34.6710943759348
2001-11-01,Fertilizers,35.0472474461114
2001-12-01,Fertilizers,35.7718470081972
2002-01-01,Fertilizers,36.1952189255966
2002-02-01,Fertilizers,35.9484334613184
2002-03-01,Fertilizers,34.6067618920945
2002-04-01,Fertilizers,33.4720207040147
2002-05-01,Fertilizers,33.8191656176396
2002-06-01,Fertilizers,34.4470241161899
2002-07-01,Fertilizers,34.5694180807884
2002-08-01,Fertilizers,36.4509557260456
2002-09-01,Fertilizers,34.8584557111088
2002-10-01,Fertilizers,34.6149333379312
2002-11-01,Fertilizers,34.5525135410963
2002-12-01,Fertilizers,35.5438112987815
2003-01-01,Fertilizers,37.186034396105
2003-02-01,Fertilizers,40.4860710282613
2003-03-01,Fertilizers,41.8954281902903
2003-04-01,Fertilizers,39.0647713972279
2003-05-01,Fertilizers,40.4810771905579
2003-06-01,Fertilizers,41.435223734362
2003-07-01,Fertilizers,42.8521366608115
2003-08-01,Fertilizers,42.6221763753835
2003-09-01,Fertilizers,43.5863696390572
2003-10-01,Fertilizers,44.722503813993
2003-11-01,Fertilizers,45.0772044920384
2003-12-01,Fertilizers,45.9108921833542
2004-01-01,Fertilizers,46.5326359743348
2004-02-01,Fertilizers,43.1596103817076
2004-03-01,Fertilizers,42.6084433216992
2004-04-01,Fertilizers,42.3043310993418
2004-05-01,Fertilizers,43.3812461455721
2004-06-01,Fertilizers,46.5797911666018
2004-07-01,Fertilizers,51.2024611553522
2004-08-01,Fertilizers,53.8159150124919
2004-09-01,Fertilizers,58.0201386307562
2004-10-01,Fertilizers,61.6063094732116
2004-11-01,Fertilizers,59.5976779480495
2004-12-01,Fertilizers,54.2579304011662
2005-01-01,Fertilizers,54.1649078390333
2005-02-01,Fertilizers,54.3294862181915
2005-03-01,Fertilizers,58.8196137365273
2005-04-01,Fertilizers,62.3974045877909
2005-05-01,Fertilizers,64.3617990340485
2005-06-01,Fertilizers,58.8449079643713
2005-07-01,Fertilizers,59.45683504588
2005-08-01,Fertilizers,57.5498100991852
2005-09-01,Fertilizers,57.7968649368363
2005-10-01,Fertilizers,58.5303120613453
2005-11-01,Fertilizers,62.229938676785
2005-12-01,Fertilizers,59.2067054074673
2006-01-01,Fertilizers,57.5501882433322
2006-02-01,Fertilizers,59.2067054074673
2006-03-01,Fertilizers,63.3700225955058
2006-04-01,Fertilizers,63.9904614674919
2006-05-01,Fertilizers,61.4144520545821
2006-06-01,Fertilizers,58.6237751905965
2006-07-01,Fertilizers,58.3678739926286
2006-08-01,Fertilizers,60.2953651648201
2006-09-01,Fertilizers,60.9572564723038
2006-10-01,Fertilizers,60.1093200405544
2006-11-01,Fertilizers,62.710373989423
2006-12-01,Fertilizers,66.3854025443755
2007-01-01,Fertilizers,68.4070482047491
2007-02-01,Fertilizers,73.7521001491107
2007-03-01,Fertilizers,78.6768814466286
2007-04-01,Fertilizers,77.3768881511772
2007-05-01,Fertilizers,79.8444137865613
2007-06-01,Fertilizers,80.6231006727148
2007-07-01,Fertilizers,77.4209778608339
2007-08-01,Fertilizers,77.4276306802576
2007-09-01,Fertilizers,87.1332987844345
2007-10-01,Fertilizers,92.9107030247568
2007-11-01,Fertilizers,100.176086348275
2007-12-01,Fertilizers,106.556857752844
2008-01-01,Fertilizers,109.916391739694
2008-02-01,Fertilizers,114.335102776603
2008-03-01,Fertilizers,128.770009802065
2008-04-01,Fertilizers,174.065309627204
2008-05-01,Fertilizers,213.040423942476
2008-06-01,Fertilizers,214.568659701224
2008-07-01,Fertilizers,239.639226293746
2008-08-01,Fertilizers,256.055228738534
2008-09-01,Fertilizers,245.373458152418
2008-10-01,Fertilizers,242.164485590072
2008-11-01,Fertilizers,180.648338924434
2008-12-01,Fertilizers,162.444737067207
2009-01-01,Fertilizers,164.15376487467
2009-02-01,Fertilizers,165.59260471911
2009-03-01,Fertilizers,168.552881692393
2009-04-01,Fertilizers,142.705431580156
2009-05-01,Fertilizers,132.288132140591
2009-06-01,Fertilizers,119.838381187347
2009-07-01,Fertilizers,99.3052818927117
2009-08-01,Fertilizers,95.2825541619028
2009-09-01,Fertilizers,86.165006946251
2009-10-01,Fertilizers,87.7606982874061
2009-11-01,Fertilizers,87.9736212737942
2009-12-01,Fertilizers,90.8197949482038
2010-01-01,Fertilizers,92.9509252295826
2010-02-01,Fertilizers,96.6912308956324
2010-03-01,Fertilizers,95.003246376487
2010-04-01,Fertilizers,92.461119122955
2010-05-01,Fertilizers,88.1806636953884
2010-06-01,Fertilizers,85.4007878737572
2010-07-01,Fertilizers,92.2909882513961
2010-08-01,Fertilizers,98.2605579043281
2010-09-01,Fertilizers,107.417573345522
2010-10-01,Fertilizers,112.348596940169
2010-11-01,Fertilizers,118.159457312588
2010-12-01,Fertilizers,120.834853052194
2011-01-01,Fertilizers,120.672604004461
2011-02-01,Fertilizers,115.476203239659
2011-03-01,Fertilizers,111.730012859081
2011-04-01,Fertilizers,110.521399447021
2011-05-01,Fertilizers,108.355648021359
2011-06-01,Fertilizers,146.018481693525
2011-07-01,Fertilizers,153.44880925391
2011-08-01,Fertilizers,155.853255189669
2011-09-01,Fertilizers,160.611717021849
2011-10-01,Fertilizers,160.819432381041
2011-11-01,Fertilizers,158.789967676368
2011-12-01,Fertilizers,149.11074290464
2012-01-01,Fertilizers,138.557762696227
2012-02-01,Fertilizers,139.326659725825
2012-03-01,Fertilizers,136.905740687524
2012-04-01,Fertilizers,154.33703779472
2012-05-01,Fertilizers,161.10366070361
2012-06-01,Fertilizers,152.753504873046
2012-07-01,Fertilizers,118.637755993341
2012-08-01,Fertilizers,140.40886073762
2012-09-01,Fertilizers,140.677195051465
2012-10-01,Fertilizers,134.990423028578
2012-11-01,Fertilizers,138.4240247523
2012-12-01,Fertilizers,136.617519684789
2013-01-01,Fertilizers,131.817377638053
2013-02-01,Fertilizers,136.405022172455
2013-03-01,Fertilizers,129.714291429397
2013-04-01,Fertilizers,117.317200848408
2013-05-01,Fertilizers,123.663710249625
2013-06-01,Fertilizers,114.447101711921
2013-07-01,Fertilizers,110.331376534401
2013-08-01,Fertilizers,107.225778728063
2013-09-01,Fertilizers,102.139225057336
2013-10-01,Fertilizers,98.3130992633355
2013-11-01,Fertilizers,99.749110902631
2013-12-01,Fertilizers,101.249742978734
2014-01-01,Fertilizers,105.665264476453
2014-02-01,Fertilizers,105.609427886548
2014-03-01,Fertilizers,102.598597952581
2014-04-01,Fertilizers,94.9083790764164
2014-05-01,Fertilizers,96.031122354433
2014-06-01,Fertilizers,99.498795057566
2014-07-01,Fertilizers,100.483951110024
2014-08-01,Fertilizers,101.43514409269
2014-09-01,Fertilizers,102.786833977499
2014-10-01,Fertilizers,103.52714580171
2014-11-01,Fertilizers,103.34969326874
2014-12-01,Fertilizers,101.781040620117
2015-01-01,Fertilizers,101.362189398634
2015-02-01,Fertilizers,101.699052656023
2015-03-01,Fertilizers,100.884309690385
2015-04-01,Fertilizers,95.1583202481756
2015-05-01,Fertilizers,95.4072527346002
2015-06-01,Fertilizers,100.1885932898
2015-07-01,Fertilizers,99.8091767045939
2015-08-01,Fertilizers,98.4351887200628
2015-09-01,Fertilizers,99.6065203001258
2015-10-01,Fertilizers,95.4687723802971
2015-11-01,Fertilizers,96.5574879529958
2015-12-01,Fertilizers,96.2479850887255
2016-01-01,Fertilizers,90.3173094175501
2016-02-01,Fertilizers,80.3004880383424
2016-03-01,Fertilizers,81.9974417738409
2016-04-01,Fertilizers,81.3630972654559
2016-05-01,Fertilizers,81.0869650850534
2016-06-01,Fertilizers,72.5410387882368
2016-07-01,Fertilizers,76.654630313685
2016-08-01,Fertilizers,72.6947567364571
2016-09-01,Fertilizers,73.0512586877587
2016-10-01,Fertilizers,72.9663904748691
2016-11-01,Fertilizers,74.5104395420476
2016-12-01,Fertilizers,75.0291525343376
2017-01-01,Fertilizers,76.7933070168653
2017-02-01,Fertilizers,76.753583796174
2017-03-01,Fertilizers,76.447869763552
2017-04-01,Fertilizers,73.741388256742
2017-05-01,Fertilizers,68.5055985244867
2017-06-01,Fertilizers,70.2587160416059
2017-07-01,Fertilizers,68.9156061410605
2017-08-01,Fertilizers,70.7484884515436
2017-09-01,Fertilizers,74.0760171977802
2017-10-01,Fertilizers,78.0869434121734
2017-11-01,Fertilizers,82.675083951837
2017-12-01,Fertilizers,74.0994083362186
2018-01-01,Fertilizers,75.4533507922824
2018-02-01,Fertilizers,77.6960816343106
2018-03-01,Fertilizers,78.2752110409024
2018-04-01,Fertilizers,78.5918444876957
2018-05-01,Fertilizers,77.3963629596033
2018-06-01,Fertilizers,78.0304507588384
2018-07-01,Fertilizers,82.6354824151365
2018-08-01,Fertilizers,84.5656108243111
2018-09-01,Fertilizers,86.6972473623904
2018-10-01,Fertilizers,88.1518003891444
2018-11-01,Fertilizers,93.1175362730282
2018-12-01,Fertilizers,89.4281453177559
2019-01-01,Fertilizers,86.8190844444662
2019-02-01,Fertilizers,84.8397441476015
2019-03-01,Fertilizers,84.2784796610428
2019-04-01,Fertilizers,84.7061472731819
2019-05-01,Fertilizers,84.4224209239325
2019-06-01,Fertilizers,83.7840366381213
2019-07-01,Fertilizers,82.705190209039
2019-08-01,Fertilizers,81.7454226209
2019-09-01,Fertilizers,77.8396496181741
2019-10-01,Fertilizers,77.7323158926362
2019-11-01,Fertilizers,75.0427128728266
2019-12-01,Fertilizers,72.6279055744994
2020-01-01,Fertilizers,70.8394327975559
2020-02-01,Fertilizers,71.0339305499236
2020-03-01,Fertilizers,73.3318086189706
2020-04-01,Fertilizers,73.7047744565066
2020-05-01,Fertilizers,67.4411309330422
2020-06-01,Fertilizers,66.803293095636
2020-07-01,Fertilizers,69.8376223485301
2020-08-01,Fertilizers,75.9590384974229
2020-09-01,Fertilizers,76.8569766216626
2020-10-01,Fertilizers,76.5946939595584
2020-11-01,Fertilizers,77.1367256878105
2020-12-01,Fertilizers,78.8300765684866
2021-01-01,Fertilizers,82.9583385926785
2021-02-01,Fertilizers,100.068127098422
2021-03-01,Fertilizers,104.16787797429
2021-04-01,Fertilizers,101.556392802701
2021-05-01,Fertilizers,106.070973389351
2021-06-01,Fertilizers,119.767797833815
2021-07-01,Fertilizers,126.956660526003
2021-08-01,Fertilizers,130.749240110826
2021-09-01,Fertilizers,129.487399670479
2021-10-01,Fertilizers,171.532966767799
2021-11-01,Fertilizers,204.5106148309
2021-12-01,Fertilizers,208.005599771972
2022-01-01,Fertilizers,200.605145910915
2022-02-01,Fertilizers,196.862125608959
2022-03-01,Fertilizers,232.533194329024
2022-04-01,Fertilizers,254.974649819802
2022-05-01,Fertilizers,223.111000041068
2022-06-01,Fertilizers,221.2123707845
2022-07-01,Fertilizers,213.081801217735
1960-01-01,Metals & Minerals,12.8958924008567
1960-02-01,Metals & Minerals,12.9291469329017
1960-03-01,Metals & Minerals,12.7205589931869
1960-04-01,Metals & Minerals,12.9295701504514
1960-05-01,Metals & Minerals,12.7306535211006
1960-06-01,Metals & Minerals,12.751078193696
1960-07-01,Metals & Minerals,12.8054753272167
1960-08-01,Metals & Minerals,12.650771342105
1960-09-01,Metals & Minerals,12.5018766689397
1960-10-01,Metals & Minerals,12.3243050755995
1960-11-01,Metals & Minerals,12.4730665131589
1960-12-01,Metals & Minerals,12.412538760372
1961-01-01,Metals & Minerals,12.2116519330442
1961-02-01,Metals & Minerals,12.2873157661504
1961-03-01,Metals & Minerals,12.3282026109515
1961-04-01,Metals & Minerals,12.3874567243808
1961-05-01,Metals & Minerals,12.5720723091052
1961-06-01,Metals & Minerals,12.4762511958875
1961-07-01,Metals & Minerals,12.3806509308766
1961-08-01,Metals & Minerals,12.3975145088281
1961-09-01,Metals & Minerals,12.3658205569549
1961-10-01,Metals & Minerals,12.3373627946058
1961-11-01,Metals & Minerals,12.3366416647422
1961-12-01,Metals & Minerals,12.3546283386904
1962-01-01,Metals & Minerals,12.3641713320318
1962-02-01,Metals & Minerals,12.3400637584611
1962-03-01,Metals & Minerals,12.2402429795242
1962-04-01,Metals & Minerals,12.2281482427992
1962-05-01,Metals & Minerals,12.2116667466737
1962-06-01,Metals & Minerals,12.1862175128791
1962-07-01,Metals & Minerals,12.1686026246762
1962-08-01,Metals & Minerals,12.1519030301389
1962-09-01,Metals & Minerals,12.1510811636508
1962-10-01,Metals & Minerals,12.1668116028394
1962-11-01,Metals & Minerals,12.1849197744537
1962-12-01,Metals & Minerals,12.1771723152018
1963-01-01,Metals & Minerals,12.1685305678558
1963-02-01,Metals & Minerals,12.1798940549751
1963-03-01,Metals & Minerals,12.1945114025726
1963-04-01,Metals & Minerals,12.220065905029
1963-05-01,Metals & Minerals,12.2421952034686
1963-06-01,Metals & Minerals,12.2533377480081
1963-07-01,Metals & Minerals,12.2421602403978
1963-08-01,Metals & Minerals,12.2586006047141
1963-09-01,Metals & Minerals,12.2701554261937
1963-10-01,Metals & Minerals,12.4293912570231
1963-11-01,Metals & Minerals,12.4595827484903
1963-12-01,Metals & Minerals,12.5593811796027
1964-01-01,Metals & Minerals,12.5120872696305
1964-02-01,Metals & Minerals,12.7429084599543
1964-03-01,Metals & Minerals,13.2240449707702
1964-04-01,Metals & Minerals,13.9065496258722
1964-05-01,Metals & Minerals,13.8380736959564
1964-06-01,Metals & Minerals,13.8019847104186
1964-07-01,Metals & Minerals,14.1314872265235
1964-08-01,Metals & Minerals,14.8242243334903
1964-09-01,Metals & Minerals,15.7160880034395
1964-10-01,Metals & Minerals,16.7484129624047
1964-11-01,Metals & Minerals,16.9831366986425
1964-12-01,Metals & Minerals,16.4134033784038
1965-01-01,Metals & Minerals,14.9542888400771
1965-02-01,Metals & Minerals,15.8927028281549
1965-03-01,Metals & Minerals,16.2014651178791
1965-04-01,Metals & Minerals,16.7697555722958
1965-05-01,Metals & Minerals,17.577524339652
1965-06-01,Metals & Minerals,16.5228394162599
1965-07-01,Metals & Minerals,15.6007256280111
1965-08-01,Metals & Minerals,15.987971015204
1965-09-01,Metals & Minerals,16.6083431698066
1965-10-01,Metals & Minerals,16.9960291571194
1965-11-01,Metals & Minerals,17.2958942693051
1965-12-01,Metals & Minerals,17.5570391402987
1966-01-01,Metals & Minerals,18.2948123447231
1966-02-01,Metals & Minerals,19.272497602546
1966-03-01,Metals & Minerals,19.266648634794
1966-04-01,Metals & Minerals,19.3803324996567
1966-05-01,Metals & Minerals,18.0971518986082
1966-06-01,Metals & Minerals,18.2453946344312
1966-07-01,Metals & Minerals,17.5823307581397
1966-08-01,Metals & Minerals,15.6556973845201
1966-09-01,Metals & Minerals,15.3295624345665
1966-10-01,Metals & Minerals,16.0712056812134
1966-11-01,Metals & Minerals,16.2143573402398
1966-12-01,Metals & Minerals,15.7681575068029
1967-01-01,Metals & Minerals,15.8870190269167
1967-02-01,Metals & Minerals,15.7749300410941
1967-03-01,Metals & Minerals,15.1529417068114
1967-04-01,Metals & Minerals,14.6127626808033
1967-05-01,Metals & Minerals,14.830170102755
1967-06-01,Metals & Minerals,14.7243968342745
1967-07-01,Metals & Minerals,14.6221003472159
