period,indicator,value
1997-02-01,Beverages,66.5175340749785
1997-03-01,Beverages,74.0934461086745
1997-04-01,Beverages,77.4183196240275
1997-05-01,Beverages,91.5290277227032
1997-06-01,Beverages,84.1735051316778
1997-07-01,Beverages,77.7466721607208
1997-08-01,Beverages,77.2347987421954
1997-09-01,Beverages,78.2750493244948
1997-10-01,Beverages,74.2597177568894
1997-11-01,Beverages,72.8873171976535
1997-12-01,Beverages,77.6052520647395
1998-01-01,Beverages,77.591569755879
1998-02-01,Beverages,77.550860363206
1998-03-01,Beverages,72.8782371490056
1998-04-01,Beverages,72.1689816478171
1998-05-01,Beverages,69.764509369999
1998-06-01,Beverages,65.0369200488844
1998-07-01,Beverages,63.3271604678175
1998-08-01,Beverages,64.0586647958746
1998-09-01,Beverages,61.7477986080836
1998-10-01,Beverages,60.7444641755144
1998-11-01,Beverages,61.0102757378789
1998-12-01,Beverages,60.2246611649363
1999-01-01,Beverages,58.7380709253553
1999-02-01,Beverages,55.8306679372851
1999-03-01,Beverages,53.6582540909737
1999-04-01,Beverages,51.5840833359864
1999-05-01,Beverages,53.0012452625042
1999-06-01,Beverages,52.4052955205564
1999-07-01,Beverages,49.5952613675342
1999-08-01,Beverages,47.364127838875
1999-09-01,Beverages,47.4880440549937
1999-10-01,Beverages,48.9923080185183
1999-11-01,Beverages,51.2839014061084
1999-12-01,Beverages,53.197183847723
2000-01-01,Beverages,48.9920580585268
2000-02-01,Beverages,46.0655903509195
2000-03-01,Beverages,45.687481637974
2000-04-01,Beverages,44.404913662083
2000-05-01,Beverages,45.5502057333688
2000-06-01,Beverages,43.5672774151017
2000-07-01,Beverages,44.8350003452003
2000-08-01,Beverages,41.0715722283997
2000-09-01,Beverages,40.9504128216912
2000-10-01,Beverages,40.2969150126976
2000-11-01,Beverages,38.5242667196719
2000-12-01,Beverages,37.2538542392063
2001-01-01,Beverages,38.9852218907565
2001-02-01,Beverages,37.0379983304464
2001-03-01,Beverages,38.7427079562704
2001-04-01,Beverages,38.0692191291543
2001-05-01,Beverages,38.6626948962507
2001-06-01,Beverages,36.50729174155
2001-07-01,Beverages,35.7155437168306
2001-08-01,Beverages,35.8472247599663
2001-09-01,Beverages,34.9362415390733
2001-10-01,Beverages,34.7736773913999
2001-11-01,Beverages,37.2493689315734
2001-12-01,Beverages,38.2736406864366
2002-01-01,Beverages,38.6854254677486
2002-02-01,Beverages,40.1919969002401
2002-03-01,Beverages,42.7666901082483
2002-04-01,Beverages,43.0203385692194
2002-05-01,Beverages,42.4560453374947
2002-06-01,Beverages,43.0831383938854
2002-07-01,Beverages,45.4586957760235
2002-08-01,Beverages,45.6338701932293
2002-09-01,Beverages,50.0702780850796
2002-10-01,Beverages,51.6203369566904
2002-11-01,Beverages,48.0448215393709
2002-12-01,Beverages,49.3535060361014
2003-01-01,Beverages,51.9572656762411
2003-02-01,Beverages,52.9946162491093
2003-03-01,Beverages,47.2849583194209
2003-04-01,Beverages,47.8679100011378
2003-05-01,Beverages,46.1106215383294
2003-06-01,Beverages,42.9454977844683
2003-07-01,Beverages,44.1264803884582
2003-08-01,Beverages,43.7575759755486
2003-09-01,Beverages,45.32499905937
2003-10-01,Beverages,43.3668988665977
2003-11-01,Beverages,42.8320160366841
2003-12-01,Beverages,45.043985241895
2004-01-01,Beverages,46.7645189146112
2004-02-01,Beverages,46.4892317217702
2004-03-01,Beverages,45.7119457393639
2004-04-01,Beverages,45.3810338246525
2004-05-01,Beverages,45.4426516009663
2004-06-01,Beverages,46.6649734708545
2004-07-01,Beverages,46.9701216544912
2004-08-01,Beverages,48.7525660400084
2004-09-01,Beverages,48.0902476968264
2004-10-01,Beverages,46.932623046873
2004-11-01,Beverages,50.8923332782458
2004-12-01,Beverages,53.59882304645
2005-01-01,Beverages,52.2606746525138
2005-02-01,Beverages,56.1072668493632
2005-03-01,Beverages,61.1526271599616
2005-04-01,Beverages,59.1500027161256
2005-05-01,Beverages,57.9636004733963
2005-06-01,Beverages,57.722404777515
2005-07-01,Beverages,55.0865235285175
2005-08-01,Beverages,53.7098025369406
2005-09-01,Beverages,51.7933583275878
2005-10-01,Beverages,52.5270436970722
2005-11-01,Beverages,53.0907765122024
2005-12-01,Beverages,54.1086827990919
2006-01-01,Beverages,59.4126951386686
2006-02-01,Beverages,59.4563563317794
2006-03-01,Beverages,56.994248863065
2006-04-01,Beverages,58.3891692390761
2006-05-01,Beverages,57.7268666715323
2006-06-01,Beverages,57.2744327605047
2006-07-01,Beverages,59.1504121198876
2006-08-01,Beverages,60.5305920854336
2006-09-01,Beverages,59.7266485961878
2006-10-01,Beverages,58.8479550845156
2006-11-01,Beverages,61.3769156056148
2006-12-01,Beverages,64.2307861524376
2007-01-01,Beverages,63.4766890904587
2007-02-01,Beverages,64.3337150280469
2007-03-01,Beverages,64.407234652425
2007-04-01,Beverages,66.170296779392
2007-05-01,Beverages,66.5311304091132
2007-06-01,Beverages,69.6972720111469
2007-07-01,Beverages,71.3677019329688
2007-08-01,Beverages,68.4002537026169
2007-09-01,Beverages,70.6846577266894
2007-10-01,Beverages,72.0496277604795
2007-11-01,Beverages,72.0478577641172
2007-12-01,Beverages,75.4418865088432
2008-01-01,Beverages,78.2731932262854
2008-02-01,Beverages,87.1711238998031
2008-03-01,Beverages,88.4433009991386
2008-04-01,Beverages,85.3881878662633
2008-05-01,Beverages,86.1932674221949
2008-06-01,Beverages,92.1198173284926
2008-07-01,Beverages,92.9705003966273
2008-08-01,Beverages,90.580702980516
2008-09-01,Beverages,87.2467615299294
2008-10-01,Beverages,74.4058969880085
2008-11-01,Beverages,69.7257010569189
2008-12-01,Beverages,71.9022568464423
2009-01-01,Beverages,77.9370025820925
2009-02-01,Beverages,77.7860510943928
2009-03-01,Beverages,76.00409835907
2009-04-01,Beverages,79.3532337420428
2009-05-01,Beverages,82.551324066627
2009-06-01,Beverages,85.2176742402404
2009-07-01,Beverages,85.4662144159363
2009-08-01,Beverages,89.3188721394344
2009-09-01,Beverages,92.4646506308825
2009-10-01,Beverages,95.4487431809128
2009-11-01,Beverages,94.8233893599333
2009-12-01,Beverages,96.8025516508527
2010-01-01,Beverages,96.8293194805522
2010-02-01,Beverages,93.1552469032141
2010-03-01,Beverages,90.7066493690052
2010-04-01,Beverages,94.5783007822094
2010-05-01,Beverages,94.8476432198728
2010-06-01,Beverages,98.9921505513636
2010-07-01,Beverages,103.155951281934
2010-08-01,Beverages,103.286152720561
2010-09-01,Beverages,102.846086836626
2010-10-01,Beverages,103.269630626187
2010-11-01,Beverages,106.767186559992
2010-12-01,Beverages,111.565681668482
2011-01-01,Beverages,116.402765084225
2011-02-01,Beverages,124.631408142795
2011-03-01,Beverages,124.811803907872
2011-04-01,Beverages,124.7371061526
2011-05-01,Beverages,122.488519495189
2011-06-01,Beverages,118.791542512882
2011-07-01,Beverages,119.148313864752
2011-08-01,Beverages,117.822141756507
2011-09-01,Beverages,114.826286560043
2011-10-01,Beverages,106.691783445412
2011-11-01,Beverages,103.587729648733
2011-12-01,Beverages,97.755639521595
2012-01-01,Beverages,98.7060962318239
2012-02-01,Beverages,97.0046644487952
2012-03-01,Beverages,92.1939169183697
2012-04-01,Beverages,91.303689942775
2012-05-01,Beverages,92.5190590999782
2012-06-01,Beverages,88.6901056333788
2012-07-01,Beverages,94.1926375002854
2012-08-01,Beverages,93.7090226738067
2012-09-01,Beverages,95.464176178449
2012-10-01,Beverages,91.951589000729
2012-11-01,Beverages,88.8649171078051
2012-12-01,Beverages,87.0177712258309
2013-01-01,Beverages,86.1701941767799
2013-02-01,Beverages,83.8945421747448
2013-03-01,Beverages,83.5363684322551
2013-04-01,Beverages,84.5863049600881
2013-05-01,Beverages,84.7559198704783
2013-06-01,Beverages,80.654285979305
2013-07-01,Beverages,81.5066977026782
2013-08-01,Beverages,82.5255364039977
2013-09-01,Beverages,82.6037227381055
2013-10-01,Beverages,83.0552366975358
2013-11-01,Beverages,81.5060039425441
2013-12-01,Beverages,84.7797088219865
2014-01-01,Beverages,85.8042025844833
2014-02-01,Beverages,94.5519587158978
2014-03-01,Beverages,103.230119862077
2014-04-01,Beverages,106.133420174868
2014-05-01,Beverages,105.071941870066
2014-06-01,Beverages,103.141699877794
2014-07-01,Beverages,104.281958709974
2014-08-01,Beverages,106.864795631493
2014-09-01,Beverages,104.851081362136
2014-10-01,Beverages,106.817473991498
2014-11-01,Beverages,101.430715076616
2014-12-01,Beverages,99.01918520106
2015-01-01,Beverages,97.1381388904019
2015-02-01,Beverages,94.7227353071758
2015-03-01,Beverages,89.3562411591595
2015-04-01,Beverages,91.1957159115205
2015-05-01,Beverages,93.8198943660399
2015-06-01,Beverages,96.748166769955
2015-07-01,Beverages,97.0038170543
2015-08-01,Beverages,94.4337589677529
2015-09-01,Beverages,92.3222396688819
2015-10-01,Beverages,93.314252977085
2015-11-01,Beverages,93.8982667826834
2015-12-01,Beverages,93.4603176699744
2016-01-01,Beverages,86.0450833178912
2016-02-01,Beverages,84.8160187902045
2016-03-01,Beverages,88.420004320186
2016-04-01,Beverages,89.8076419098481
2016-05-01,Beverages,90.9174441197633
2016-06-01,Beverages,93.7487482659386
2016-07-01,Beverages,95.4308483163921
2016-08-01,Beverages,94.5913624412004
2016-09-01,Beverages,95.1440591925101
2016-10-01,Beverages,95.068121230059
2016-11-01,Beverages,94.161634625395
2016-12-01,Beverages,87.3601858859432
2017-01-01,Beverages,88.6107999963544
2017-02-01,Beverages,85.5777899495137
2017-03-01,Beverages,84.3061304050029
2017-04-01,Beverages,82.7978742924667
2017-05-01,Beverages,82.407214565117
2017-06-01,Beverages,82.0291248962526
2017-07-01,Beverages,83.3974434069502
2017-08-01,Beverages,83.6177598563351
2017-09-01,Beverages,82.5600355066516
2017-10-01,Beverages,82.6291091732168
2017-11-01,Beverages,81.7823201849168
2017-12-01,Beverages,77.5840810061622
2018-01-01,Beverages,78.1925959249249
2018-02-01,Beverages,79.197394344428
2018-03-01,Beverages,82.3329332592895
2018-04-01,Beverages,84.3225589223627
2018-05-01,Beverages,85.4611310463254
2018-06-01,Beverages,80.9834024277276
2018-07-01,Beverages,79.6419647818268
2018-08-01,Beverages,75.3214778200083
2018-09-01,Beverages,73.7337860503149
2018-10-01,Beverages,77.4484358837185
2018-11-01,Beverages,77.5685047864326
2018-12-01,Beverages,74.7951993577864
2019-01-01,Beverages,75.2531813951261
2019-02-01,Beverages,74.278087314187
2019-03-01,Beverages,72.5752454232346
2019-04-01,Beverages,74.7515901881379
2019-05-01,Beverages,74.6865433266955
2019-06-01,Beverages,76.8062703651861
2019-07-01,Beverages,78.0546431734423
2019-08-01,Beverages,73.6429165901499
2019-09-01,Beverages,74.9123465387473
2019-10-01,Beverages,76.0734355677817
2019-11-01,Beverages,80.4091018232486
2019-12-01,Beverages,82.1174912920453
2020-01-01,Beverages,80.6228158984698
2020-02-01,Beverages,79.5242201495097
2020-03-01,Beverages,75.9899023008452
2020-04-01,Beverages,77.2192374064525
2020-05-01,Beverages,77.8860225076775
2020-06-01,Beverages,77.3291414419277
2020-07-01,Beverages,78.4146893033938
2020-08-01,Beverages,85.6137308742268
2020-09-01,Beverages,87.1007540986224
2020-10-01,Beverages,81.4472357620094
2020-11-01,Beverages,81.1713103305409
2020-12-01,Beverages,82.2017851036424
2021-01-01,Beverages,82.5733584095257
2021-02-01,Beverages,83.3726627249452
2021-03-01,Beverages,83.4470682957074
2021-04-01,Beverages,84.1503994839526
2021-05-01,Beverages,88.8588269779146
2021-06-01,Beverages,89.9723327561781
2021-07-01,Beverages,92.5943179244688
2021-08-01,Beverages,97.1106768503167
2021-09-01,Beverages,100.934163960968
2021-10-01,Beverages,104.283941363895
2021-11-01,Beverages,106.333965081197
2021-12-01,Beverages,108.210652033168
2022-01-01,Beverages,109.685791490583
2022-02-01,Beverages,111.755461175893
2022-03-01,Beverages,105.010499754467
2022-04-01,Beverages,110.053731089042
2022-05-01,Beverages,106.429083916599
2022-06-01,Beverages,108.297427473239
2022-07-01,Beverages,105.824393827927
1960-01-01,Food,21.1941014709747
1960-02-01,Food,20.8854095808715
1960-03-01,Food,21.0574126001684
1960-04-01,Food,21.2328641953466
1960-05-01,Food,21.0873415952669
1960-06-01,Food,20.6792586805443
1960-07-01,Food,20.8207726410243
1960-08-01,Food,21.0734861123852
1960-09-01,Food,21.3059900510366
1960-10-01,Food,20.3191841328954
1960-11-01,Food,19.7877572240955
1960-12-01,Food,20.5169103081041
1961-01-01,Food,21.0959530167397
1961-02-01,Food,21.8135193609834
1961-03-01,Food,22.6994491802527
1961-04-01,Food,23.1062386581658
1961-05-01,Food,22.843251289186
1961-06-01,Food,22.325191256201
1961-07-01,Food,22.1231380815189
1961-08-01,Food,21.7422389793723
1961-09-01,Food,21.3929525495627
1961-10-01,Food,21.4145270951458
1961-11-01,Food,21.8926948264275
1961-12-01,Food,21.7391563344198
1962-01-01,Food,21.4189982747575
1962-02-01,Food,21.432295209901
1962-03-01,Food,21.6335151527286
1962-04-01,Food,21.6841563378821
1962-05-01,Food,22.0663617773374
1962-06-01,Food,21.9815646619417
1962-07-01,Food,21.8704429799972
1962-08-01,Food,21.7046866563653
1962-09-01,Food,21.9370736217068
1962-10-01,Food,21.5225703999807
1962-11-01,Food,22.2679115818294
1962-12-01,Food,22.0905029005332
1963-01-01,Food,22.7560178915013
1963-02-01,Food,23.1701252510368
1963-03-01,Food,23.3165393876557
1963-04-01,Food,23.8031858868165
1963-05-01,Food,24.9137608213501
1963-06-01,Food,24.937249841408
1963-07-01,Food,24.8052023721638
1963-08-01,Food,23.9717126251342
1963-09-01,Food,24.1387592603392
1963-10-01,Food,25.7684933532438
1963-11-01,Food,25.8241967995859
1963-12-01,Food,25.5718526142476
1964-01-01,Food,25.8855131564011
1964-02-01,Food,25.092183624914
1964-03-01,Food,24.522999148861
1964-04-01,Food,24.8239598292915
1964-05-01,Food,24.5822407007206
1964-06-01,Food,23.8900589850386
1964-07-01,Food,23.7258427673683
1964-08-01,Food,23.3975315105886
1964-09-01,Food,23.6757505256759
1964-10-01,Food,23.8004607431569
1964-11-01,Food,23.6894719647032
1964-12-01,Food,23.8919707280421
1965-01-01,Food,23.7467755480698
1965-02-01,Food,24.3434522666615
1965-03-01,Food,24.351259838805
1965-04-01,Food,24.4077013701393
1965-05-01,Food,24.2012031973536
1965-06-01,Food,24.0333563544052
1965-07-01,Food,23.8636898653893
1965-08-01,Food,23.0235389711657
1965-09-01,Food,23.3326879756493
1965-10-01,Food,23.3254593243308
1965-11-01,Food,23.2384437708135
1965-12-01,Food,23.2745578680097
1966-01-01,Food,23.9487329505804
1966-02-01,Food,23.8899028296845
1966-03-01,Food,23.9814614553748
1966-04-01,Food,24.306711474867
1966-05-01,Food,24.171397934837
1966-06-01,Food,24.7482936183496
1966-07-01,Food,25.4255153392178
1966-08-01,Food,25.9425389605078
1966-09-01,Food,25.202866870471
1966-10-01,Food,24.5280948072762
1966-11-01,Food,24.3663969187717
1966-12-01,Food,24.4507610486045
1967-01-01,Food,24.6264206664833
1967-02-01,Food,24.4958011584511
1967-03-01,Food,24.6538455919816
1967-04-01,Food,24.7455365099937
1967-05-01,Food,24.79101845453
1967-06-01,Food,25.234590041272
1967-07-01,Food,24.9788892294038
1967-08-01,Food,24.5839315397555
1967-09-01,Food,24.7739986418523
1967-10-01,Food,24.7908342754018
1967-11-01,Food,24.6711938848292
1967-12-01,Food,24.0139004621612
1968-01-01,Food,23.8189789579197
1968-02-01,Food,24.281271273699
1968-03-01,Food,24.2216926726671
1968-04-01,Food,23.7842331575216
1968-05-01,Food,23.8126370909537
1968-06-01,Food,23.1070720283695
1968-07-01,Food,22.9755184676938
1968-08-01,Food,22.1961869105655
1968-09-01,Food,22.2984118108549
1968-10-01,Food,22.2201296179608
1968-11-01,Food,22.5018426927031
1968-12-01,Food,22.856661102339
1969-01-01,Food,23.1400554099678
1969-02-01,Food,23.2041805205177
1969-03-01,Food,23.8708168987256
1969-04-01,Food,23.9213804835103
1969-05-01,Food,24.4802566175094
1969-06-01,Food,24.6534288690849
1969-07-01,Food,24.1769128565165
1969-08-01,Food,24.0058248845489
1969-09-01,Food,23.7404894648089
1969-10-01,Food,24.1614004709876
1969-11-01,Food,24.4018841375737
1969-12-01,Food,24.8854860239256
1970-01-01,Food,25.6277587188518
1970-02-01,Food,25.5918075555956
1970-03-01,Food,25.6379876052667
1970-04-01,Food,25.8599521868713
1970-05-01,Food,26.1590516702861
1970-06-01,Food,26.2678191288668
1970-07-01,Food,26.1475149069568
1970-08-01,Food,25.8221948887193
1970-09-01,Food,25.736385489779
1970-10-01,Food,26.5137786780614
1970-11-01,Food,26.9123053021135
1970-12-01,Food,26.8475709081875
1971-01-01,Food,27.1015377554297
1971-02-01,Food,26.8055517818061
1971-03-01,Food,26.719901556878
1971-04-01,Food,26.3636306420294
1971-05-01,Food,26.2146801441578
1971-06-01,Food,26.3064780928065
1971-07-01,Food,26.978820205052
1971-08-01,Food,27.2565701401098
1971-09-01,Food,26.4917852228021
1971-10-01,Food,26.4542977028896
1971-11-01,Food,26.2768569906579
1971-12-01,Food,26.513745871272
1972-01-01,Food,26.8933922946081
1972-02-01,Food,26.7214255227491
1972-03-01,Food,27.6375349766652
1972-04-01,Food,27.667466170236
1972-05-01,Food,27.490535334863
1972-06-01,Food,27.1569712279078
1972-07-01,Food,27.0462433585862
1972-08-01,Food,27.837563865559
1972-09-01,Food,29.1533989769092
1972-10-01,Food,29.5798719677507
1972-11-01,Food,30.7218004747833
1972-12-01,Food,34.7325916417011
1973-01-01,Food,37.0414938308718
1973-02-01,Food,40.3012866547806
1973-03-01,Food,40.7149285766928
1973-04-01,Food,41.2790387438604
1973-05-01,Food,48.0162291798924
1973-06-01,Food,56.3063216812419
1973-07-01,Food,61.0765326999521
1973-08-01,Food,60.0489080729942
1973-09-01,Food,52.2944328186701
1973-10-01,Food,51.0037746400444
1973-11-01,Food,53.764313701728
1973-12-01,Food,58.5704074828068
1974-01-01,Food,61.8336413186391
1974-02-01,Food,67.6042277269361
1974-03-01,Food,65.4412223668465
1974-04-01,Food,62.2581099561896
1974-05-01,Food,62.1343356914021
1974-06-01,Food,61.8054421712546
1974-07-01,Food,65.1937626600323
1974-08-01,Food,71.8428821978353
1974-09-01,Food,71.8207476584376
1974-10-01,Food,78.773099283967
1974-11-01,Food,80.7056636150008
1974-12-01,Food,73.9128325205044
1975-01-01,Food,66.310569393459
1975-02-01,Food,60.1333863083025
1975-03-01,Food,56.3648232513399
1975-04-01,Food,55.623570334549
1975-05-01,Food,50.3281303849353
1975-06-01,Food,47.5779454741309
1975-07-01,Food,50.3550616617984
1975-08-01,Food,54.6738700505807
1975-09-01,Food,52.041255378886
1975-10-01,Food,50.1448559290871
1975-11-01,Food,46.4147219584234
1975-12-01,Food,45.3918141383047
1976-01-01,Food,45.8031473627555
1976-02-01,Food,46.2910451186356
1976-03-01,Food,47.0400115896664
1976-04-01,Food,46.2024383511925
1976-05-01,Food,47.7140855305249
1976-06-01,Food,50.2499550708837
1976-07-01,Food,50.8789307983617
1976-08-01,Food,48.0542396171699
1976-09-01,Food,48.4772024408708
1976-10-01,Food,46.9296336377934
1976-11-01,Food,46.3391967571785
1976-12-01,Food,47.3430365460746
1977-01-01,Food,49.7288016878913
1977-02-01,Food,51.0992392170857
1977-03-01,Food,54.4826686783405
1977-04-01,Food,58.1325906062367
1977-05-01,Food,56.3826262773935
1977-06-01,Food,52.0253575010748
1977-07-01,Food,45.737011653374
1977-08-01,Food,43.6491654433098
1977-09-01,Food,42.9303826644172
1977-10-01,Food,43.4889666614925
1977-11-01,Food,45.9625861465657
1977-12-01,Food,48.5761340310916
1978-01-01,Food,49.4632111936698
1978-02-01,Food,51.053794835298
1978-03-01,Food,55.255800431579
1978-04-01,Food,57.3179250042859
1978-05-01,Food,57.3917521873899
1978-06-01,Food,55.5753781585816
1978-07-01,Food,53.2536054749126
1978-08-01,Food,52.3977874519675
1978-09-01,Food,54.4894363674019
1978-10-01,Food,56.2101309268278
1978-11-01,Food,55.3946011823256
1978-12-01,Food,55.7933096578474
1979-01-01,Food,57.027721651751
1979-02-01,Food,59.1801832501572
1979-03-01,Food,60.3193802525322
1979-04-01,Food,60.3668443269205
1979-05-01,Food,60.4403660636957
1979-06-01,Food,63.1789788156999
1979-07-01,Food,63.530919846976
1979-08-01,Food,61.7698530976372
1979-09-01,Food,62.5987606058765
1979-10-01,Food,62.7502359939819
1979-11-01,Food,64.0227257350697
1979-12-01,Food,64.9365888446435
1980-01-01,Food,65.1926714959581
1980-02-01,Food,67.4911782129284
1980-03-01,Food,64.6678726955739
1980-04-01,Food,63.8686988988088
1980-05-01,Food,67.9001138365486
1980-06-01,Food,67.4022993066608
1980-07-01,Food,70.2800198168912
1980-08-01,Food,73.3856656386829
1980-09-01,Food,76.1346712794232
1980-10-01,Food,79.2366973503844
1980-11-01,Food,81.5020728483495
1980-12-01,Food,74.8513430858488
1981-01-01,Food,74.8551542830344
1981-02-01,Food,72.0660092039703
1981-03-01,Food,71.3499570336707
1981-04-01,Food,69.841434862682
1981-05-01,Food,67.7718349398164
1981-06-01,Food,67.3484117014562
1981-07-01,Food,66.7305001797492
1981-08-01,Food,63.7430943724883
1981-09-01,Food,61.4906275647823
1981-10-01,Food,60.2044621247179
1981-11-01,Food,59.3111931220705
1981-12-01,Food,57.8823752895302
1982-01-01,Food,58.2308692300396
1982-02-01,Food,57.4082196156266
1982-03-01,Food,56.4016246855586
1982-04-01,Food,56.7445519982424
1982-05-01,Food,56.2960299560867
1982-06-01,Food,53.808900097696
1982-07-01,Food,51.8294329096292
1982-08-01,Food,49.7437694967273
1982-09-01,Food,48.6166970644813
1982-10-01,Food,46.5350226210277
1982-11-01,Food,48.7854730129772
1982-12-01,Food,49.1915827188571
1983-01-01,Food,48.8672287078499
1983-02-01,Food,50.128581779325
1983-03-01,Food,51.5428196565324
1983-04-01,Food,54.3804871009483
1983-05-01,Food,55.8974044028761
1983-06-01,Food,54.6681197510707
1983-07-01,Food,56.3169132575417
1983-08-01,Food,63.7040296078817
1983-09-01,Food,65.458128311818
1983-10-01,Food,64.4986524932734
1983-11-01,Food,62.6485961327147
1983-12-01,Food,61.532299402436
1984-01-01,Food,62.8853130351425
1984-02-01,Food,62.1395770820962
1984-03-01,Food,63.5952450311643
1984-04-01,Food,63.838936245624
1984-05-01,Food,66.1269108135302
1984-06-01,Food,62.7366497566412
1984-07-01,Food,56.7509417259478
1984-08-01,Food,55.6516837352184
1984-09-01,Food,55.3403647072826
1984-10-01,Food,54.2161547572376
1984-11-01,Food,52.5887593576386
1984-12-01,Food,50.8692697959266
1985-01-01,Food,51.3788512635561
1985-02-01,Food,51.64203239164
1985-03-01,Food,52.8879558771595
1985-04-01,Food,53.1158587820477
1985-05-01,Food,50.7997659355184
1985-06-01,Food,49.1661710833345
1985-07-01,Food,47.1323206617272
1985-08-01,Food,46.0338679864355
1985-09-01,Food,45.0578546543032
1985-10-01,Food,44.3873353295478
1985-11-01,Food,45.4085507005744
1985-12-01,Food,46.2713230692952
1986-01-01,Food,46.1225363934424
1986-02-01,Food,44.7858398038874
1986-03-01,Food,45.3967115545103
1986-04-01,Food,45.5117416935476
1986-05-01,Food,43.9197915356941
1986-06-01,Food,42.6106789231023
1986-07-01,Food,40.6536674072594
1986-08-01,Food,39.8959035535545
1986-09-01,Food,39.6517070240395
1986-10-01,Food,40.6997739074827
1986-11-01,Food,41.2314129493641
1986-12-01,Food,40.5205529038612
1987-01-01,Food,42.4774190457535
1987-02-01,Food,43.0758766480681
1987-03-01,Food,43.2412782052488
1987-04-01,Food,43.884069962525
1987-05-01,Food,46.4028868073772
1987-06-01,Food,45.9350570622266
1987-07-01,Food,44.3379157249124
1987-08-01,Food,43.358495011146
1987-09-01,Food,45.9422672374003
1987-10-01,Food,46.8160786991927
1987-11-01,Food,48.9458785430728
1987-12-01,Food,51.0006273185958
1988-01-01,Food,53.3994961420968
1988-02-01,Food,52.2865217954179
1988-03-01,Food,52.4334862245956
1988-04-01,Food,53.1317075844616
1988-05-01,Food,54.4089537954674
1988-06-01,Food,63.203473665995
1988-07-01,Food,64.0027866430783
1988-08-01,Food,60.5024106995866
1988-09-01,Food,61.7946522601045
1988-10-01,Food,60.5047576939098
1988-11-01,Food,59.5462922836361
1988-12-01,Food,59.969612384626
1989-01-01,Food,58.7466853343063
1989-02-01,Food,58.8207672887781
1989-03-01,Food,61.4468464204565
1989-04-01,Food,61.1642572083672
1989-05-01,Food,61.43774763046
1989-06-01,Food,60.0371420364838
1989-07-01,Food,59.1991027621596
1989-08-01,Food,56.4149946657194
1989-09-01,Food,56.8752901903768
1989-10-01,Food,57.3826440101997
1989-11-01,Food,56.8512526914555
1989-12-01,Food,55.9517093174358
1990-01-01,Food,56.5516499505983
1990-02-01,Food,56.0762614269086
1990-03-01,Food,55.8682809805067
1990-04-01,Food,56.3911577664544
1990-05-01,Food,56.0642222845398
1990-06-01,Food,54.5406761153418
1990-07-01,Food,54.439261543
1990-08-01,Food,53.8071818034574
1990-09-01,Food,53.4775515259946
1990-10-01,Food,53.4091142948311
1990-11-01,Food,52.6034037091412
1990-12-01,Food,52.9563360678222
1991-01-01,Food,53.9594900246914
1991-02-01,Food,54.920568417256
1991-03-01,Food,55.8288650871952
1991-04-01,Food,54.3861638369735
1991-05-01,Food,53.1056580652286
1991-06-01,Food,53.2156437304807
1991-07-01,Food,52.8344211920086
1991-08-01,Food,54.0057691052811
1991-09-01,Food,53.8978163938453
1991-10-01,Food,54.4112047083111
1991-11-01,Food,54.323551158301
1991-12-01,Food,54.2835157065432
1992-01-01,Food,55.6708094410641
1992-02-01,Food,55.4576437353038
1992-03-01,Food,55.5540905549853
1992-04-01,Food,54.0700459449677
1992-05-01,Food,54.1574112205042
1992-06-01,Food,54.8170358396571
1992-07-01,Food,53.7404622759192
1992-08-01,Food,53.8232166335978
1992-09-01,Food,53.3443189663565
1992-10-01,Food,51.7091421389397
1992-11-01,Food,52.1440971280974
1992-12-01,Food,51.9943507669536
1993-01-01,Food,53.5180440089742
1993-02-01,Food,53.3316683510148
1993-03-01,Food,54.1143485052802
1993-04-01,Food,53.7629734053414
1993-05-01,Food,53.039449329372
1993-06-01,Food,51.2600004737933
1993-07-01,Food,54.0528844305461
1993-08-01,Food,53.4721096908339
1993-09-01,Food,53.5435664871194
1993-10-01,Food,54.1359502582651
1993-11-01,Food,56.6506530119027
1993-12-01,Food,58.5879253017195
1994-01-01,Food,59.9315310163928
1994-02-01,Food,59.7327699273742
1994-03-01,Food,58.3629469149397
1994-04-01,Food,57.2073415990124
1994-05-01,Food,56.6228185701033
1994-06-01,Food,56.2473448686931
1994-07-01,Food,55.5498034979165
1994-08-01,Food,57.0622282634286
1994-09-01,Food,58.9556471421832
1994-10-01,Food,57.6080168511142
1994-11-01,Food,59.1534719846713
1994-12-01,Food,61.2072294252065
1995-01-01,Food,59.8647269529883
1995-02-01,Food,61.2329581298988
1995-03-01,Food,60.6112540646907
1995-04-01,Food,59.3936343502788
1995-05-01,Food,59.5698654620457
1995-06-01,Food,61.7921673365574
1995-07-01,Food,65.2571707348286
1995-08-01,Food,63.8115468877787
1995-09-01,Food,64.3997224930315
1995-10-01,Food,66.2973728056054
1995-11-01,Food,66.7019077594648
1995-12-01,Food,67.0105322116817
1996-01-01,Food,67.3914287651551
1996-02-01,Food,68.6560906774479
1996-03-01,Food,68.647669318473
1996-04-01,Food,72.2326336874312
1996-05-01,Food,73.0701090585684
1996-06-01,Food,70.9509252596096
1996-07-01,Food,69.9595711927872
1996-08-01,Food,68.9605364280181
1996-09-01,Food,66.538986530872
1996-10-01,Food,63.1236692695284
1996-11-01,Food,62.8313396676527
1996-12-01,Food,63.2115488321281
