indicator,date,value,iso_code
Food Inflation,2004-01-31,17.7,MDA
Food Inflation,2004-02-29,17.0,MDA
Food Inflation,2004-03-31,15.8,MDA
Food Inflation,2004-04-30,14.0,MDA
Food Inflation,2004-05-31,13.8,MDA
Food Inflation,2004-06-30,10.8,MDA
Food Inflation,2004-07-31,10.5,MDA
Food Inflation,2004-08-31,10.9,MDA
Food Inflation,2004-09-30,9.5,MDA
Food Inflation,2004-10-31,10.2,MDA
Food Inflation,2004-11-30,10.9,MDA
Food Inflation,2004-12-31,13.1,MDA
Food Inflation,2005-01-31,14.6,MDA
Food Inflation,2005-02-28,17.4,MDA
Food Inflation,2005-03-31,18.2,MDA
Food Inflation,2005-04-30,19.1,MDA
Food Inflation,2005-05-31,18.6,MDA
Food Inflation,2005-06-30,16.6,MDA
Food Inflation,2005-07-31,12.0,MDA
Food Inflation,2005-08-31,10.9,MDA
Food Inflation,2005-09-30,10.4,MDA
Food Inflation,2005-10-31,9.2,MDA
Food Inflation,2005-11-30,9.3,MDA
Food Inflation,2005-12-31,8.7,MDA
Food Inflation,2006-01-31,9.0,MDA
Food Inflation,2006-02-28,7.3,MDA
Food Inflation,2006-03-31,7.3,MDA
Food Inflation,2006-04-30,7.2,MDA
Food Inflation,2006-05-31,9.2,MDA
Food Inflation,2006-06-30,11.3,MDA
Food Inflation,2006-07-31,11.0,MDA
Food Inflation,2006-08-31,8.4,MDA
Food Inflation,2006-09-30,9.3,MDA
Food Inflation,2006-10-31,9.6,MDA
Food Inflation,2006-11-30,9.6,MDA
Food Inflation,2006-12-31,9.5,MDA
Food Inflation,2007-01-31,7.8,MDA
Food Inflation,2007-02-28,7.0,MDA
Food Inflation,2007-03-31,5.7,MDA
Food Inflation,2007-04-30,6.0,MDA
Food Inflation,2007-05-31,6.1,MDA
Food Inflation,2007-06-30,5.1,MDA
Food Inflation,2007-07-31,11.1,MDA
Food Inflation,2007-08-31,17.0,MDA
Food Inflation,2007-09-30,17.4,MDA
Food Inflation,2007-10-31,17.4,MDA
Food Inflation,2007-11-30,16.2,MDA
Food Inflation,2007-12-31,15.4,MDA
Food Inflation,2008-01-31,17.1,MDA
Food Inflation,2008-02-29,19.6,MDA
Food Inflation,2008-03-31,22.1,MDA
Food Inflation,2008-04-30,23.0,MDA
Food Inflation,2008-05-31,24.6,MDA
Food Inflation,2008-06-30,21.7,MDA
Food Inflation,2008-07-31,15.8,MDA
Food Inflation,2008-08-31,10.9,MDA
