indicator,date,value,iso_code
Inflation Rate,1983-12-31,2.1,LIE
Inflation Rate,1984-01-31,2.6,LIE
Inflation Rate,1984-02-29,2.9,LIE
Inflation Rate,1984-03-31,3.29,LIE
Inflation Rate,1984-04-30,3.18,LIE
Inflation Rate,1984-05-31,2.88,LIE
Inflation Rate,1984-06-30,2.77,LIE
Inflation Rate,1984-07-31,2.78,LIE
Inflation Rate,1984-08-31,2.87,LIE
Inflation Rate,1984-09-30,2.67,LIE
Inflation Rate,1984-10-31,3.16,LIE
Inflation Rate,1984-11-30,2.94,LIE
Inflation Rate,1984-12-31,2.94,LIE
Inflation Rate,1985-01-31,3.51,LIE
Inflation Rate,1985-02-28,3.98,LIE
Inflation Rate,1985-03-31,3.96,LIE
Inflation Rate,1985-04-30,3.66,LIE
Inflation Rate,1985-05-31,3.77,LIE
Inflation Rate,1985-06-30,3.37,LIE
Inflation Rate,1985-07-31,3.38,LIE
Inflation Rate,1985-08-31,2.98,LIE
Inflation Rate,1985-09-30,3.37,LIE
Inflation Rate,1985-10-31,2.96,LIE
Inflation Rate,1985-11-30,3.14,LIE
Inflation Rate,1985-12-31,3.24,LIE
Inflation Rate,1986-01-31,2.26,LIE
Inflation Rate,1986-02-28,1.31,LIE
Inflation Rate,1986-03-31,0.93,LIE
Inflation Rate,1986-04-30,0.93,LIE
Inflation Rate,1986-05-31,0.74,LIE
Inflation Rate,1986-06-30,0.84,LIE
Inflation Rate,1986-07-31,0.47,LIE
Inflation Rate,1986-08-31,0.75,LIE
Inflation Rate,1986-09-30,0.56,LIE
Inflation Rate,1986-10-31,0.37,LIE
Inflation Rate,1986-11-30,-0.09,LIE
Inflation Rate,1986-12-31,0.0,LIE
Inflation Rate,1987-01-31,0.65,LIE
Inflation Rate,1987-02-28,1.01,LIE
Inflation Rate,1987-03-31,1.01,LIE
Inflation Rate,1987-04-30,1.2,LIE
Inflation Rate,1987-05-31,0.92,LIE
Inflation Rate,1987-06-30,1.2,LIE
Inflation Rate,1987-07-31,1.86,LIE
Inflation Rate,1987-08-31,1.95,LIE
Inflation Rate,1987-09-30,1.57,LIE
Inflation Rate,1987-10-31,1.94,LIE
Inflation Rate,1987-11-30,2.12,LIE
Inflation Rate,1987-12-31,1.94,LIE
Inflation Rate,1988-01-31,1.56,LIE
Inflation Rate,1988-02-29,1.74,LIE
Inflation Rate,1988-03-31,1.82,LIE
Inflation Rate,1988-04-30,1.91,LIE
Inflation Rate,1988-05-31,2.2,LIE
Inflation Rate,1988-06-30,2.1,LIE
Inflation Rate,1988-07-31,1.73,LIE
Inflation Rate,1988-08-31,1.73,LIE
Inflation Rate,1988-09-30,2.1,LIE
Inflation Rate,1988-10-31,1.72,LIE
Inflation Rate,1988-11-30,1.72,LIE
Inflation Rate,1988-12-31,1.99,LIE
Inflation Rate,1989-01-31,2.25,LIE
Inflation Rate,1989-02-28,2.24,LIE
Inflation Rate,1989-03-31,2.24,LIE
Inflation Rate,1989-04-30,2.59,LIE
Inflation Rate,1989-05-31,2.96,LIE
Inflation Rate,1989-06-30,2.95,LIE
Inflation Rate,1989-07-31,3.05,LIE
Inflation Rate,1989-08-31,3.04,LIE
Inflation Rate,1989-09-30,3.39,LIE
Inflation Rate,1989-10-31,3.66,LIE
Inflation Rate,1989-11-30,4.53,LIE
Inflation Rate,1989-12-31,4.96,LIE
Inflation Rate,1990-01-31,5.03,LIE
Inflation Rate,1990-02-28,4.92,LIE
Inflation Rate,1990-03-31,4.99,LIE
Inflation Rate,1990-04-30,4.7,LIE
Inflation Rate,1990-05-31,5.05,LIE
Inflation Rate,1990-06-30,5.04,LIE
Inflation Rate,1990-07-31,5.31,LIE
Inflation Rate,1990-08-31,6.07,LIE
Inflation Rate,1990-09-30,6.04,LIE
Inflation Rate,1990-10-31,6.37,LIE
Inflation Rate,1990-11-30,6.04,LIE
Inflation Rate,1990-12-31,5.32,LIE
Inflation Rate,1991-01-31,5.54,LIE
Inflation Rate,1991-02-28,6.19,LIE
Inflation Rate,1991-03-31,5.84,LIE
Inflation Rate,1991-04-30,5.82,LIE
Inflation Rate,1991-05-31,6.3,LIE
Inflation Rate,1991-06-30,6.53,LIE
Inflation Rate,1991-07-31,6.53,LIE
Inflation Rate,1991-08-31,5.97,LIE
Inflation Rate,1991-09-30,5.7,LIE
Inflation Rate,1991-10-31,5.1,LIE
Inflation Rate,1991-11-30,5.45,LIE
Inflation Rate,1991-12-31,5.21,LIE
Inflation Rate,1992-01-31,4.85,LIE
Inflation Rate,1992-02-29,4.57,LIE
Inflation Rate,1992-03-31,4.89,LIE
