indicator,date,value,iso_code
Food Inflation,1999-01-31,11.4,TJK
Food Inflation,1999-02-28,2.9,TJK
Food Inflation,1999-03-31,5.6,TJK
Food Inflation,1999-04-30,13.3,TJK
Food Inflation,1999-05-31,10.0,TJK
Food Inflation,1999-06-30,9.4,TJK
Food Inflation,1999-07-31,35.1,TJK
Food Inflation,1999-08-31,59.6,TJK
Food Inflation,1999-09-30,49.3,TJK
Food Inflation,1999-10-31,50.9,TJK
Food Inflation,1999-11-30,32.9,TJK
Food Inflation,1999-12-31,29.6,TJK
Food Inflation,2000-01-31,17.3,TJK
Food Inflation,2000-02-29,19.3,TJK
Food Inflation,2000-03-31,16.2,TJK
Food Inflation,2000-04-30,12.1,TJK
Food Inflation,2000-05-31,21.3,TJK
Food Inflation,2000-06-30,25.3,TJK
Food Inflation,2000-07-31,15.3,TJK
Food Inflation,2000-08-31,13.3,TJK
Food Inflation,2000-09-30,24.3,TJK
Food Inflation,2000-10-31,45.9,TJK
Food Inflation,2000-11-30,58.0,TJK
Food Inflation,2000-12-31,66.3,TJK
Food Inflation,2001-01-31,55.3,TJK
Food Inflation,2001-02-28,57.9,TJK
Food Inflation,2001-03-31,55.0,TJK
Food Inflation,2001-04-30,57.3,TJK
Food Inflation,2001-05-31,50.9,TJK
Food Inflation,2001-06-30,52.3,TJK
Food Inflation,2001-07-31,49.4,TJK
Food Inflation,2001-08-31,38.2,TJK
Food Inflation,2001-09-30,28.1,TJK
Food Inflation,2001-10-31,21.6,TJK
Food Inflation,2001-11-30,12.7,TJK
Food Inflation,2001-12-31,13.7,TJK
Food Inflation,2002-01-31,8.6,TJK
Food Inflation,2002-02-28,4.1,TJK
Food Inflation,2002-03-31,2.8,TJK
Food Inflation,2002-04-30,4.0,TJK
Food Inflation,2002-05-31,8.8,TJK
Food Inflation,2002-06-30,8.3,TJK
Food Inflation,2002-07-31,9.8,TJK
Food Inflation,2002-08-31,12.5,TJK
Food Inflation,2002-09-30,17.1,TJK
Food Inflation,2002-10-31,16.6,TJK
Food Inflation,2002-11-30,15.4,TJK
Food Inflation,2002-12-31,17.0,TJK
Food Inflation,2003-01-31,14.3,TJK
Food Inflation,2003-02-28,14.9,TJK
Food Inflation,2003-03-31,19.1,TJK
Food Inflation,2003-04-30,17.4,TJK
Food Inflation,2003-05-31,16.3,TJK
Food Inflation,2003-06-30,15.0,TJK
Food Inflation,2003-07-31,15.0,TJK
Food Inflation,2003-08-31,15.8,TJK
Food Inflation,2003-09-30,13.6,TJK
Food Inflation,2003-10-31,16.9,TJK
Food Inflation,2003-11-30,16.9,TJK
Food Inflation,2003-12-31,10.2,TJK
Food Inflation,2004-01-31,8.9,TJK
Food Inflation,2004-02-29,7.4,TJK
Food Inflation,2004-03-31,0.9,TJK
Food Inflation,2004-04-30,-2.5,TJK
Food Inflation,2004-05-31,-1.9,TJK
Food Inflation,2004-06-30,1.7,TJK
Food Inflation,2004-07-31,5.1,TJK
Food Inflation,2004-08-31,8.0,TJK
Food Inflation,2004-09-30,11.5,TJK
Food Inflation,2004-10-31,9.3,TJK
