date,iso_code,indicator,indicator_code,value
2020-01-01,ABW,SP.DYN.LE00.IN,SP.DYN.LE00.IN,76.434
2020-01-01,AFE,SP.DYN.LE00.IN,SP.DYN.LE00.IN,64.3257022314803
2020-01-01,AFG,SP.DYN.LE00.IN,SP.DYN.LE00.IN,65.173
2020-01-01,AFW,SP.DYN.LE00.IN,SP.DYN.LE00.IN,58.4459527348481
2020-01-01,AGO,SP.DYN.LE00.IN,SP.DYN.LE00.IN,61.487
2020-01-01,ALB,SP.DYN.LE00.IN,SP.DYN.LE00.IN,78.686
2020-01-01,ARB,SP.DYN.LE00.IN,SP.DYN.LE00.IN,72.1707598827252
2020-01-01,ARE,SP.DYN.LE00.IN,SP.DYN.LE00.IN,78.12
2020-01-01,ARG,SP.DYN.LE00.IN,SP.DYN.LE00.IN,76.813
2020-01-01,ARM,SP.DYN.LE00.IN,SP.DYN.LE00.IN,75.224
2020-01-01,ATG,SP.DYN.LE00.IN,SP.DYN.LE00.IN,77.146
2020-01-01,AUS,SP.DYN.LE00.IN,SP.DYN.LE00.IN,83.2
2020-01-01,AUT,SP.DYN.LE00.IN,SP.DYN.LE00.IN,81.1926829268293
2020-01-01,AZE,SP.DYN.LE00.IN,SP.DYN.LE00.IN,73.123
2020-01-01,BDI,SP.DYN.LE00.IN,SP.DYN.LE00.IN,61.916
2020-01-01,BEL,SP.DYN.LE00.IN,SP.DYN.LE00.IN,80.7951219512195
2020-01-01,BEN,SP.DYN.LE00.IN,SP.DYN.LE00.IN,62.077
2020-01-01,BFA,SP.DYN.LE00.IN,SP.DYN.LE00.IN,61.981
2020-01-01,BGD,SP.DYN.LE00.IN,SP.DYN.LE00.IN,72.868
2020-01-01,BGR,SP.DYN.LE00.IN,SP.DYN.LE00.IN,73.6073170731707
2020-01-01,BHR,SP.DYN.LE00.IN,SP.DYN.LE00.IN,77.419
2020-01-01,BHS,SP.DYN.LE00.IN,SP.DYN.LE00.IN,74.053
2020-01-01,BIH,SP.DYN.LE00.IN,SP.DYN.LE00.IN,77.545
2020-01-01,BLR,SP.DYN.LE00.IN,SP.DYN.LE00.IN,74.2268292682927
2020-01-01,BLZ,SP.DYN.LE00.IN,SP.DYN.LE00.IN,74.754
2020-01-01,BMU,SP.DYN.LE00.IN,SP.DYN.LE00.IN,82.0560975609756
2020-01-01,BOL,SP.DYN.LE00.IN,SP.DYN.LE00.IN,71.771
2020-01-01,BRA,SP.DYN.LE00.IN,SP.DYN.LE00.IN,76.084
2020-01-01,BRB,SP.DYN.LE00.IN,SP.DYN.LE00.IN,79.308
2020-01-01,BRN,SP.DYN.LE00.IN,SP.DYN.LE00.IN,75.998
2020-01-01,BTN,SP.DYN.LE00.IN,SP.DYN.LE00.IN,72.08
2020-01-01,BWA,SP.DYN.LE00.IN,SP.DYN.LE00.IN,69.793
2020-01-01,CAF,SP.DYN.LE00.IN,SP.DYN.LE00.IN,53.679
2020-01-01,CAN,SP.DYN.LE00.IN,SP.DYN.LE00.IN,81.7487804878049
2020-01-01,CEB,SP.DYN.LE00.IN,SP.DYN.LE00.IN,76.1441688035782
2020-01-01,CHE,SP.DYN.LE00.IN,SP.DYN.LE00.IN,83.1
2020-01-01,CHI,SP.DYN.LE00.IN,SP.DYN.LE00.IN,83.24
2020-01-01,CHL,SP.DYN.LE00.IN,SP.DYN.LE00.IN,80.329
2020-01-01,CHN,SP.DYN.LE00.IN,SP.DYN.LE00.IN,77.097
2020-01-01,CIV,SP.DYN.LE00.IN,SP.DYN.LE00.IN,58.104
2020-01-01,CMR,SP.DYN.LE00.IN,SP.DYN.LE00.IN,59.626
2020-01-01,COD,SP.DYN.LE00.IN,SP.DYN.LE00.IN,60.971
2020-01-01,COG,SP.DYN.LE00.IN,SP.DYN.LE00.IN,64.804
2020-01-01,COL,SP.DYN.LE00.IN,SP.DYN.LE00.IN,77.46
2020-01-01,COM,SP.DYN.LE00.IN,SP.DYN.LE00.IN,64.525
2020-01-01,CPV,SP.DYN.LE00.IN,SP.DYN.LE00.IN,73.166
2020-01-01,CRI,SP.DYN.LE00.IN,SP.DYN.LE00.IN,80.465
2020-01-01,CSS,SP.DYN.LE00.IN,SP.DYN.LE00.IN,73.8709059808875
2020-01-01,CUB,SP.DYN.LE00.IN,SP.DYN.LE00.IN,78.892
2017-01-01,CUW,SP.DYN.LE00.IN,SP.DYN.LE00.IN,78.0170731707317
2010-01-01,CYM,SP.DYN.LE00.IN,SP.DYN.LE00.IN,82.190243902439
2020-01-01,CYP,SP.DYN.LE00.IN,SP.DYN.LE00.IN,81.135
2020-01-01,CZE,SP.DYN.LE00.IN,SP.DYN.LE00.IN,78.2268292682927
2020-01-01,DEU,SP.DYN.LE00.IN,SP.DYN.LE00.IN,80.9414634146342
2020-01-01,DJI,SP.DYN.LE00.IN,SP.DYN.LE00.IN,67.49
2002-01-01,DMA,SP.DYN.LE00.IN,SP.DYN.LE00.IN,76.5975609756098
2020-01-01,DNK,SP.DYN.LE00.IN,SP.DYN.LE00.IN,81.5512195121951
2020-01-01,DOM,SP.DYN.LE00.IN,SP.DYN.LE00.IN,74.257
