date,iso_code,indicator,indicator_code,value
2015-01-01,ABW,GDP,NY.GDP.MKTP.CD,2962905027.93296
2016-01-01,ABW,GDP,NY.GDP.MKTP.CD,2983636871.50838
2017-01-01,ABW,GDP,NY.GDP.MKTP.CD,3092430167.59777
2018-01-01,ABW,GDP,NY.GDP.MKTP.CD,3202188606.92893
2015-01-01,AFE,GDP,NY.GDP.MKTP.CD,919930022724.422
2016-01-01,AFE,GDP,NY.GDP.MKTP.CD,873354876607.317
2017-01-01,AFE,GDP,NY.GDP.MKTP.CD,985355704660.083
2018-01-01,AFE,GDP,NY.GDP.MKTP.CD,1012853224905.79
2015-01-01,AFG,GDP,NY.GDP.MKTP.CD,19134211763.859
2016-01-01,AFG,GDP,NY.GDP.MKTP.CD,18116562464.9088
2017-01-01,AFG,GDP,NY.GDP.MKTP.CD,18753469630.2586
2018-01-01,AFG,GDP,NY.GDP.MKTP.CD,18053228578.8878
2015-01-01,AFW,GDP,NY.GDP.MKTP.CD,760729687146.574
2016-01-01,AFW,GDP,NY.GDP.MKTP.CD,690543020916.229
2017-01-01,AFW,GDP,NY.GDP.MKTP.CD,683741574626.192
2018-01-01,AFW,GDP,NY.GDP.MKTP.CD,741691624372.788
2015-01-01,AGO,GDP,NY.GDP.MKTP.CD,116193649124.151
2016-01-01,AGO,GDP,NY.GDP.MKTP.CD,101123851090.455
2017-01-01,AGO,GDP,NY.GDP.MKTP.CD,122123822333.59
2018-01-01,AGO,GDP,NY.GDP.MKTP.CD,101353230784.594
2015-01-01,ALB,GDP,NY.GDP.MKTP.CD,11386850129.8411
2016-01-01,ALB,GDP,NY.GDP.MKTP.CD,11861199830.8396
2017-01-01,ALB,GDP,NY.GDP.MKTP.CD,13019689336.6919
2018-01-01,ALB,GDP,NY.GDP.MKTP.CD,15156432309.8977
2015-01-01,AND,GDP,NY.GDP.MKTP.CD,2789870187.50693
2016-01-01,AND,GDP,NY.GDP.MKTP.CD,2896679211.86628
2017-01-01,AND,GDP,NY.GDP.MKTP.CD,3000180750.11297
2018-01-01,AND,GDP,NY.GDP.MKTP.CD,3218316013.22626
2015-01-01,ARB,GDP,NY.GDP.MKTP.CD,2463579840358.43
2016-01-01,ARB,GDP,NY.GDP.MKTP.CD,2411981152232.62
2017-01-01,ARB,GDP,NY.GDP.MKTP.CD,2466442560038.42
2018-01-01,ARB,GDP,NY.GDP.MKTP.CD,2730779681432.55
2015-01-01,ARE,GDP,NY.GDP.MKTP.CD,358135057862.492
2016-01-01,ARE,GDP,NY.GDP.MKTP.CD,357045064669.843
2017-01-01,ARE,GDP,NY.GDP.MKTP.CD,385605506848.196
2018-01-01,ARE,GDP,NY.GDP.MKTP.CD,422215043594.282
2015-01-01,ARG,GDP,NY.GDP.MKTP.CD,594749285413.212
2016-01-01,ARG,GDP,NY.GDP.MKTP.CD,557531376217.967
2017-01-01,ARG,GDP,NY.GDP.MKTP.CD,643628665302.155
2018-01-01,ARG,GDP,NY.GDP.MKTP.CD,524819742918.669
2015-01-01,ARM,GDP,NY.GDP.MKTP.CD,10553337672.9872
2016-01-01,ARM,GDP,NY.GDP.MKTP.CD,10546135160.031
2017-01-01,ARM,GDP,NY.GDP.MKTP.CD,11527458565.7334
2018-01-01,ARM,GDP,NY.GDP.MKTP.CD,12457941907.0333
2015-01-01,ASM,GDP,NY.GDP.MKTP.CD,673000000.0
2016-01-01,ASM,GDP,NY.GDP.MKTP.CD,671000000.0
2017-01-01,ASM,GDP,NY.GDP.MKTP.CD,612000000.0
2018-01-01,ASM,GDP,NY.GDP.MKTP.CD,639000000.0
2015-01-01,ATG,GDP,NY.GDP.MKTP.CD,1336692592.59259
2016-01-01,ATG,GDP,NY.GDP.MKTP.CD,1436585185.18519
2017-01-01,ATG,GDP,NY.GDP.MKTP.CD,1467977777.77778
2018-01-01,ATG,GDP,NY.GDP.MKTP.CD,1605944444.44444
2015-01-01,AUS,GDP,NY.GDP.MKTP.CD,1350534154255.76
2016-01-01,AUS,GDP,NY.GDP.MKTP.CD,1206685107002.47
2017-01-01,AUS,GDP,NY.GDP.MKTP.CD,1326882872011.46
2018-01-01,AUS,GDP,NY.GDP.MKTP.CD,1428529571351.06
2015-01-01,AUT,GDP,NY.GDP.MKTP.CD,381971148530.543
2016-01-01,AUT,GDP,NY.GDP.MKTP.CD,395837353031.499
2017-01-01,AUT,GDP,NY.GDP.MKTP.CD,417261151844.977
2018-01-01,AUT,GDP,NY.GDP.MKTP.CD,455168151938.941
2015-01-01,AZE,GDP,NY.GDP.MKTP.CD,53074370486.0433
2016-01-01,AZE,GDP,NY.GDP.MKTP.CD,37867518957.1975
2017-01-01,AZE,GDP,NY.GDP.MKTP.CD,40865558912.3867
2018-01-01,AZE,GDP,NY.GDP.MKTP.CD,47112941176.4706
2015-01-01,BDI,GDP,NY.GDP.MKTP.CD,3104394858.11518
2016-01-01,BDI,GDP,NY.GDP.MKTP.CD,2732808556.84172
2017-01-01,BDI,GDP,NY.GDP.MKTP.CD,2748180473.71333
2018-01-01,BDI,GDP,NY.GDP.MKTP.CD,2668495742.88443
2015-01-01,BEL,GDP,NY.GDP.MKTP.CD,462335574841.484
2016-01-01,BEL,GDP,NY.GDP.MKTP.CD,476062757356.927
2017-01-01,BEL,GDP,NY.GDP.MKTP.CD,502764720556.354
2018-01-01,BEL,GDP,NY.GDP.MKTP.CD,543273794572.392
2015-01-01,BEN,GDP,NY.GDP.MKTP.CD,11388160958.249
